timestamp,x,y,magnetic_field,source,line_id
1777109999.3,-2.59298368,8.13484366,32575.15635,airborne,A (16)
1777109999.4,-2.59298246,8.13484329,32572.60415,airborne,A (16)
1777109999.5,-2.59298125,8.13484292,32570.11385,airborne,A (16)
1777109999.6,-2.59298003,8.13484256,32568.23565,airborne,A (16)
1777109999.7,-2.59297881,8.13484219,32566.9746,airborne,A (16)
1777109999.8,-2.5929776,8.13484182,32566.3169,airborne,A (16)
1777109999.9,-2.59297622,8.1348414,32566.16395,airborne,A (16)
1777110000.0,-2.59297533,8.13484113,32566.2434,airborne,A (16)
1777110000.1,-2.59297549,8.13484256,32566.4212,airborne,A (16)
1777110000.2,-2.59297578,8.1348439,32566.56575,airborne,A (16)
1777110000.3,-2.59297566,8.13484486,32567.0109,airborne,A (16)
1777110000.4,-2.5929754,8.13484543,32567.56855,airborne,A (16)
1777110000.5,-2.59297513,8.13484558,32567.96885,airborne,A (16)
1777110000.6,-2.59297498,8.13484533,32568.64785,airborne,A (16)
1777110000.7,-2.59297505,8.13484473,32569.3477,airborne,A (16)
1777110000.8,-2.59297546,8.13484387,32569.8812,airborne,A (16)
1777110000.9,-2.59297631,8.13484288,32570.50285,airborne,A (16)
1777110001.0,-2.59297743,8.13484184,32570.8959,airborne,A (16)
1777110001.1,-2.59297834,8.13484098,32571.2883,airborne,A (16)
1777110001.2,-2.59297937,8.13484026,32571.8337,airborne,A (16)
1777110001.3,-2.59298068,8.13483978,32572.23175,airborne,A (16)
1777110001.4,-2.59298213,8.13483957,32572.6331,airborne,A (16)
1777110001.5,-2.59298365,8.13483967,32572.99015,airborne,A (16)
1777110001.6,-2.59298516,8.13484009,32573.13215,airborne,A (16)
1777110001.7,-2.59298656,8.13484081,32573.1576,airborne,A (16)
1777110001.8,-2.59298779,8.1348418,32573.301,airborne,A (16)
1777110001.9,-2.59298887,8.13484301,32573.34585,airborne,A (16)
1777110002.0,-2.59298936,8.13484427,32573.02365,airborne,A (16)
1777110002.1,-2.59298847,8.13484428,32572.817,airborne,A (16)
1777110002.2,-2.59298727,8.1348442,32572.6809,airborne,A (16)
1777110002.3,-2.59298616,8.13484415,32572.2936,airborne,A (16)
1777110002.4,-2.59298505,8.1348441,32571.9701,airborne,A (16)
1777110002.5,-2.59298393,8.13484405,32571.68455,airborne,A (16)
1777110002.6,-2.5929828,8.134844,32571.38265,airborne,A (16)
1777110002.7,-2.59298166,8.13484395,32571.0215,airborne,A (16)
1777110002.8,-2.59298051,8.1348439,32570.74765,airborne,A (16)
1777110002.9,-2.59297925,8.13484383,32570.53825,airborne,A (16)
1777110003.0,-2.59297831,8.13484381,32570.2522,airborne,A (16)
1777110003.1,-2.592978,8.13484497,32570.0316,airborne,A (16)
1777110003.2,-2.59297768,8.13484597,32569.8286,airborne,A (16)
1777110003.3,-2.592977,8.13484666,32569.7324,airborne,A (16)
1777110003.4,-2.59297616,8.13484698,32569.72215,airborne,A (16)
1777110003.5,-2.59297529,8.13484691,32569.75315,airborne,A (16)
1777110003.6,-2.5929745,8.13484646,32569.86515,airborne,A (16)
1777110003.7,-2.59297389,8.13484567,32570.0117,airborne,A (16)
1777110003.8,-2.59297357,8.1348446,32570.16705,airborne,A (16)
1777110003.9,-2.5929736,8.13484335,32570.19775,airborne,A (16)
1777110004.0,-2.59297403,8.13484206,32570.30305,airborne,A (16)
1777110004.1,-2.59297456,8.13484202,32570.3936,airborne,A (16)
1777110004.2,-2.59297512,8.13484201,32570.57745,airborne,A (16)
1777110004.3,-2.59297567,8.13484198,32570.6738,airborne,A (16)
1777110004.4,-2.59297623,8.13484196,32570.69495,airborne,A (16)
1777110004.5,-2.5929768,8.13484194,32570.68865,airborne,A (16)
1777110004.6,-2.59297737,8.13484192,32570.79515,airborne,A (16)
1777110004.7,-2.59297795,8.13484191,32570.85435,airborne,A (16)
1777110004.8,-2.59297853,8.13484189,32570.82535,airborne,A (16)
1777110004.9,-2.59297921,8.1348419,32570.88045,airborne,A (16)
1777110005.0,-2.59297962,8.13484186,32570.99265,airborne,A (16)
1777110005.1,-2.59297976,8.13484081,32570.91185,airborne,A (16)
1777110005.2,-2.59297986,8.13483996,32570.9543,airborne,A (16)
1777110005.3,-2.59298022,8.13483942,32570.7872,airborne,A (16)
1777110005.4,-2.59298066,8.13483921,32570.5943,airborne,A (16)
1777110005.5,-2.59298107,8.13483934,32570.56455,airborne,A (16)
1777110005.6,-2.59298136,8.13483979,32570.23725,airborne,A (16)
1777110005.7,-2.59298145,8.13484052,32569.8488,airborne,A (16)
1777110005.8,-2.59298127,8.13484146,32569.5708,airborne,A (16)
1777110005.9,-2.59298071,8.13484251,32569.4515,airborne,A (16)
1777110006.0,-2.59298002,8.13484363,32569.31395,airborne,A (16)
1777110006.1,-2.59298015,8.13484234,32569.14875,airborne,A (16)
1777110006.2,-2.59298008,8.13484114,32568.89975,airborne,A (16)
1777110006.3,-2.59297957,8.1348401,32568.74185,airborne,A (16)
1777110006.4,-2.59297876,8.13483934,32568.80035,airborne,A (16)
1777110006.5,-2.59297775,8.13483893,32568.8907,airborne,A (16)
1777110006.6,-2.59297665,8.13483892,32568.82765,airborne,A (16)
1777110006.7,-2.59297559,8.13483932,32568.9542,airborne,A (16)
1777110006.8,-2.59297469,8.13484009,32568.9992,airborne,A (16)
1777110006.9,-2.59297404,8.13484117,32569.00295,airborne,A (16)
1777110007.0,-2.5929738,8.13484246,32568.9671,airborne,A (16)
1777110007.1,-2.59297432,8.13484261,32569.0051,airborne,A (16)
1777110007.2,-2.59297491,8.13484277,32569.18395,airborne,A (16)
1777110007.3,-2.59297547,8.13484292,32569.4038,airborne,A (16)
1777110007.4,-2.59297604,8.13484307,32569.69265,airborne,A (16)
1777110007.5,-2.59297661,8.13484323,32569.8595,airborne,A (16)
1777110007.6,-2.59297718,8.13484338,32569.85605,airborne,A (16)
1777110007.7,-2.59297775,8.13484354,32569.6522,airborne,A (16)
1777110007.8,-2.59297833,8.13484369,32569.50475,airborne,A (16)
1777110007.9,-2.59297899,8.13484386,32569.48625,airborne,A (16)
1777110008.0,-2.5929794,8.13484399,32569.2884,airborne,A (16)
1777110008.1,-2.5929791,8.13484523,32569.13725,airborne,A (16)
1777110008.2,-2.59297894,8.13484634,32569.19675,airborne,A (16)
1777110008.3,-2.59297919,8.13484724,32569.2998,airborne,A (16)
1777110008.4,-2.59297971,8.13484784,32569.22605,airborne,A (16)
1777110008.5,-2.59298037,8.13484807,32569.0972,airborne,A (16)
1777110008.6,-2.59298108,8.1348479,32569.0831,airborne,A (16)
1777110008.7,-2.59298169,8.13484734,32568.79405,airborne,A (16)
1777110008.8,-2.5929821,8.13484643,32568.6387,airborne,A (16)
1777110008.9,-2.59298218,8.13484525,32568.4081,airborne,A (16)
1777110009.0,-2.59298202,8.13484391,32567.972,airborne,A (16)
1777110009.1,-2.5929815,8.13484519,32567.84415,airborne,A (16)
1777110009.2,-2.59298073,8.1348463,32567.8042,airborne,A (16)
1777110009.3,-2.59297961,8.13484713,32567.6203,airborne,A (16)
1777110009.4,-2.5929783,8.13484758,32567.49325,airborne,A (16)
1777110009.5,-2.5929769,8.13484763,32567.5499,airborne,A (16)
1777110009.6,-2.59297555,8.13484726,32567.574,airborne,A (16)
1777110009.7,-2.59297438,8.13484652,32567.37515,airborne,A (16)
1777110009.8,-2.59297349,8.13484547,32567.48125,airborne,A (16)
1777110009.9,-2.59297293,8.13484421,32567.63315,airborne,A (16)
1777110010.0,-2.59297288,8.13484286,32567.63585,airborne,A (16)
1777110010.1,-2.59297324,8.13484293,32567.80095,airborne,A (16)
1777110010.2,-2.5929737,8.134843,32567.84295,airborne,A (16)
1777110010.3,-2.59297413,8.13484306,32567.85215,airborne,A (16)
1777110010.4,-2.59297456,8.13484313,32567.8243,airborne,A (16)
1777110010.5,-2.59297499,8.1348432,32567.7605,airborne,A (16)
1777110010.6,-2.59297542,8.13484326,32567.6963,airborne,A (16)
1777110010.7,-2.59297585,8.13484333,32567.6737,airborne,A (16)
1777110010.8,-2.59297629,8.1348434,32567.64205,airborne,A (16)
1777110010.9,-2.59297679,8.13484346,32567.5562,airborne,A (16)
1777110011.0,-2.5929771,8.13484353,32567.409,airborne,A (16)
1777110011.1,-2.59297702,8.13484474,32567.4313,airborne,A (16)
1777110011.2,-2.59297709,8.1348458,32567.44585,airborne,A (16)
1777110011.3,-2.59297754,8.13484662,32567.4025,airborne,A (16)
1777110011.4,-2.59297819,8.13484712,32567.2847,airborne,A (16)
1777110011.5,-2.59297896,8.13484725,32567.27935,airborne,A (16)
1777110011.6,-2.59297973,8.13484699,32567.36775,airborne,A (16)
1777110011.7,-2.59298038,8.13484637,32567.3064,airborne,A (16)
1777110011.8,-2.5929808,8.13484543,32567.1218,airborne,A (16)
1777110011.9,-2.59298089,8.13484425,32567.1834,airborne,A (16)
1777110012.0,-2.5929807,8.13484293,32567.09335,airborne,A (16)
1777110012.1,-2.59298032,8.13484396,32566.75305,airborne,A (16)
1777110012.2,-2.59297974,8.13484488,32566.6263,airborne,A (16)
1777110012.3,-2.59297889,8.13484564,32566.4591,airborne,A (16)
1777110012.4,-2.59297783,8.13484617,32566.29545,airborne,A (16)
1777110012.5,-2.59297664,8.13484643,32566.284,airborne,A (16)
1777110012.6,-2.5929754,8.13484639,32566.28395,airborne,A (16)
1777110012.7,-2.59297418,8.13484605,32566.1233,airborne,A (16)
1777110012.8,-2.59297306,8.13484543,32566.01365,airborne,A (16)
1777110012.9,-2.59297207,8.13484456,32566.01115,airborne,A (16)
1777110013.0,-2.59297143,8.13484351,32566.0124,airborne,A (16)
1777110013.1,-2.5929718,8.13484331,32565.86805,airborne,A (16)
1777110013.2,-2.59297229,8.13484313,32565.83495,airborne,A (16)
1777110013.3,-2.59297276,8.13484294,32565.9507,airborne,A (16)
1777110013.4,-2.59297322,8.13484274,32566.1244,airborne,A (16)
1777110013.5,-2.5929737,8.13484255,32566.10085,airborne,A (16)
1777110013.6,-2.59297418,8.13484235,32566.08925,airborne,A (16)
1777110013.7,-2.59297466,8.13484215,32566.0583,airborne,A (16)
1777110013.8,-2.59297515,8.13484195,32566.1577,airborne,A (16)
1777110013.9,-2.59297569,8.13484174,32566.1032,airborne,A (16)
1777110014.0,-2.59297612,8.13484156,32566.10455,airborne,A (16)
1777110014.1,-2.59297627,8.13484034,32566.12775,airborne,A (16)
1777110014.2,-2.59297669,8.13483924,32566.12945,airborne,A (16)
1777110014.3,-2.59297747,8.13483833,32566.1612,airborne,A (16)
1777110014.4,-2.59297851,8.13483772,32566.2033,airborne,A (16)
1777110014.5,-2.59297971,8.13483745,32566.2447,airborne,A (16)
1777110014.6,-2.59298096,8.13483757,32566.21415,airborne,A (16)
1777110014.7,-2.59298214,8.13483806,32566.19285,airborne,A (16)
1777110014.8,-2.59298314,8.1348389,32566.14295,airborne,A (16)
1777110014.9,-2.5929839,8.13484002,32566.13715,airborne,A (16)
1777110015.0,-2.59298423,8.13484131,32566.2496,airborne,A (16)
1777110015.1,-2.59298386,8.13484143,32566.21615,airborne,A (16)
1777110015.2,-2.59298339,8.13484154,32566.2268,airborne,A (16)
1777110015.3,-2.59298295,8.13484165,32566.21615,airborne,A (16)
1777110015.4,-2.59298251,8.13484176,32566.2017,airborne,A (16)
1777110015.5,-2.59298207,8.13484187,32566.1041,airborne,A (16)
1777110015.6,-2.59298163,8.13484198,32565.9096,airborne,A (16)
1777110015.7,-2.59298119,8.13484209,32565.86775,airborne,A (16)
1777110015.8,-2.59298074,8.13484221,32565.80925,airborne,A (16)
1777110015.9,-2.59298025,8.13484231,32565.7959,airborne,A (16)
1777110016.0,-2.5929799,8.13484243,32565.78415,airborne,A (16)
1777110016.1,-2.59297982,8.13484124,32565.7438,airborne,A (16)
1777110016.2,-2.59297954,8.13484017,32565.7808,airborne,A (16)
1777110016.3,-2.5929789,8.13483931,32565.8683,airborne,A (16)
1777110016.4,-2.59297803,8.13483874,32565.69605,airborne,A (16)
1777110016.5,-2.59297702,8.13483852,32565.66335,airborne,A (16)
1777110016.6,-2.59297598,8.13483867,32565.81345,airborne,A (16)
1777110016.7,-2.59297502,8.13483918,32565.8334,airborne,A (16)
1777110016.8,-2.59297424,8.13484003,32565.8419,airborne,A (16)
1777110016.9,-2.59297373,8.13484112,32565.9018,airborne,A (16)
1777110017.0,-2.59297354,8.1348424,32566.02645,airborne,A (16)
1777110017.1,-2.59297384,8.13484191,32566.2038,airborne,A (16)
1777110017.2,-2.5929742,8.13484146,32566.3423,airborne,A (16)
1777110017.3,-2.59297464,8.13484103,32566.43255,airborne,A (16)
1777110017.4,-2.59297514,8.13484066,32566.4188,airborne,A (16)
1777110017.5,-2.59297571,8.13484034,32566.55925,airborne,A (16)
1777110017.6,-2.59297634,8.13484009,32566.72155,airborne,A (16)
1777110017.7,-2.59297701,8.13483991,32566.8783,airborne,A (16)
1777110017.8,-2.59297771,8.1348398,32566.8951,airborne,A (16)
1777110017.9,-2.59297847,8.13483979,32566.8469,airborne,A (16)
1777110018.0,-2.59297914,8.13483983,32566.8337,airborne,A (16)
1777110018.1,-2.59297964,8.13483989,32566.79535,airborne,A (16)
1777110018.2,-2.59298001,8.13484006,32566.9578,airborne,A (16)
1777110018.3,-2.59298038,8.13484036,32566.88305,airborne,A (16)
1777110018.4,-2.59298068,8.13484077,32566.6812,airborne,A (16)
1777110018.5,-2.5929809,8.13484128,32566.6147,airborne,A (16)
1777110018.6,-2.59298102,8.13484187,32566.58345,airborne,A (16)
1777110018.7,-2.59298102,8.13484253,32566.41905,airborne,A (16)
1777110018.8,-2.59298091,8.13484323,32566.16755,airborne,A (16)
1777110018.9,-2.59298063,8.13484396,32566.1658,airborne,A (16)
1777110019.0,-2.59298033,8.13484469,32566.06885,airborne,A (16)
1777110019.1,-2.59298043,8.13484336,32565.86505,airborne,A (16)
1777110019.2,-2.59298021,8.13484211,32565.7299,airborne,A (16)
1777110019.3,-2.59297959,8.13484105,32565.75005,airborne,A (16)
1777110019.4,-2.59297866,8.13484028,32565.90285,airborne,A (16)
1777110019.5,-2.59297753,8.13483989,32565.9378,airborne,A (16)
1777110019.6,-2.59297634,8.13483992,32566.01335,airborne,A (16)
1777110019.7,-2.59297521,8.13484036,32566.0617,airborne,A (16)
1777110019.8,-2.59297427,8.13484119,32566.2212,airborne,A (16)
1777110019.9,-2.59297364,8.13484232,32566.3708,airborne,A (16)
1777110020.0,-2.59297338,8.13484363,32566.33875,airborne,A (16)
1777110020.1,-2.59297367,8.13484303,32566.28685,airborne,A (16)
1777110020.2,-2.59297404,8.13484244,32566.2715,airborne,A (16)
1777110020.3,-2.59297449,8.13484189,32566.3648,airborne,A (16)
1777110020.4,-2.59297502,8.13484139,32566.5427,airborne,A (16)
1777110020.5,-2.59297561,8.13484095,32566.65,airborne,A (16)
1777110020.6,-2.59297625,8.13484057,32566.6679,airborne,A (16)
1777110020.7,-2.59297694,8.13484027,32566.84415,airborne,A (16)
1777110020.8,-2.59297766,8.13484004,32566.90945,airborne,A (16)
1777110020.9,-2.59297845,8.1348399,32566.77895,airborne,A (16)
1777110021.0,-2.59297914,8.13483983,32566.6494,airborne,A (16)
1777110021.1,-2.59297961,8.13483984,32566.6257,airborne,A (16)
1777110021.2,-2.59297996,8.13483996,32566.62835,airborne,A (16)
1777110021.3,-2.59298031,8.1348402,32566.69435,airborne,A (16)
1777110021.4,-2.59298059,8.13484055,32566.6998,airborne,A (16)
1777110021.5,-2.59298078,8.134841,32566.74345,airborne,A (16)
1777110021.6,-2.59298089,8.13484153,32566.5961,airborne,A (16)
1777110021.7,-2.59298088,8.13484212,32566.4703,airborne,A (16)
1777110021.8,-2.59298076,8.13484277,32566.34975,airborne,A (16)
1777110021.9,-2.59298049,8.13484342,32566.324,airborne,A (16)
1777110022.0,-2.59298016,8.13484412,32566.25185,airborne,A (16)
1777110022.1,-2.59298011,8.13484305,32566.19955,airborne,A (16)
1777110022.2,-2.59297984,8.13484206,32566.25655,airborne,A (16)
1777110022.3,-2.59297927,8.13484116,32566.32525,airborne,A (16)
1777110022.4,-2.59297847,8.13484044,32566.33855,airborne,A (16)
1777110022.5,-2.59297748,8.13483994,32566.3379,airborne,A (16)
1777110022.6,-2.59297638,8.13483971,32566.4573,airborne,A (16)
1777110022.7,-2.59297523,8.13483977,32566.50035,airborne,A (16)
1777110022.8,-2.59297412,8.13484013,32566.4563,airborne,A (16)
1777110022.9,-2.59297311,8.13484075,32566.49885,airborne,A (16)
1777110023.0,-2.59297229,8.13484161,32566.49515,airborne,A (16)
1777110023.1,-2.59297238,8.13484172,32566.5843,airborne,A (16)
1777110023.2,-2.5929725,8.13484184,32566.7554,airborne,A (16)
1777110023.3,-2.59297261,8.13484195,32566.97905,airborne,A (16)
1777110023.4,-2.59297272,8.13484206,32566.96915,airborne,A (16)
1777110023.5,-2.59297284,8.13484218,32567.02105,airborne,A (16)
1777110023.6,-2.59297295,8.13484229,32567.0031,airborne,A (16)
1777110023.7,-2.59297306,8.13484241,32566.9393,airborne,A (16)
1777110023.8,-2.59297317,8.13484252,32567.06625,airborne,A (16)
1777110023.9,-2.59297331,8.13484264,32567.05075,airborne,A (16)
1777110024.0,-2.59297337,8.13484274,32567.17175,airborne,A (16)
1777110024.1,-2.59297397,8.13484185,32567.27795,airborne,A (16)
1777110024.2,-2.5929747,8.13484117,32567.36115,airborne,A (16)
1777110024.3,-2.59297559,8.13484079,32567.2604,airborne,A (16)
1777110024.4,-2.59297653,8.13484073,32567.19325,airborne,A (16)
1777110024.5,-2.59297744,8.13484097,32567.13855,airborne,A (16)
1777110024.6,-2.59297823,8.13484151,32566.98105,airborne,A (16)
1777110024.7,-2.59297883,8.13484231,32566.8573,airborne,A (16)
1777110024.8,-2.59297918,8.13484329,32566.7445,airborne,A (16)
1777110024.9,-2.59297921,8.13484439,32566.70015,airborne,A (16)
1777110025.0,-2.59297897,8.13484554,32566.5962,airborne,A (16)
1777110025.1,-2.59297894,8.13484453,32566.5056,airborne,A (16)
1777110025.2,-2.59297869,8.13484356,32566.5056,airborne,A (16)
1777110025.3,-2.59297819,8.13484266,32566.5206,airborne,A (16)
1777110025.4,-2.59297747,8.1348419,32566.5449,airborne,A (16)
1777110025.5,-2.59297658,8.13484132,32566.5461,airborne,A (16)
1777110025.6,-2.59297556,8.13484096,32566.42945,airborne,A (16)
1777110025.7,-2.59297447,8.13484085,32566.44755,airborne,A (16)
1777110025.8,-2.59297337,8.13484099,32566.44525,airborne,A (16)
1777110025.9,-2.59297231,8.13484138,32566.33005,airborne,A (16)
1777110026.0,-2.5929714,8.134842,32566.4007,airborne,A (16)
1777110026.1,-2.59297127,8.13484228,32566.5716,airborne,A (16)
1777110026.2,-2.5929712,8.13484258,32566.54155,airborne,A (16)
1777110026.3,-2.59297113,8.13484289,32566.5265,airborne,A (16)
1777110026.4,-2.59297109,8.13484323,32566.52975,airborne,A (16)
1777110026.5,-2.59297107,8.13484357,32566.70485,airborne,A (16)
1777110026.6,-2.59297107,8.13484393,32566.73345,airborne,A (16)
1777110026.7,-2.5929711,8.1348443,32566.7,airborne,A (16)
1777110026.8,-2.59297115,8.13484468,32566.68285,airborne,A (16)
1777110026.9,-2.59297125,8.13484507,32566.6957,airborne,A (16)
1777110027.0,-2.59297132,8.13484544,32566.6949,airborne,A (16)
1777110027.1,-2.5929713,8.13484668,32566.71535,airborne,A (16)
1777110027.2,-2.59297159,8.13484782,32566.73025,airborne,A (16)
1777110027.3,-2.59297224,8.13484879,32566.6706,airborne,A (16)
1777110027.4,-2.59297314,8.13484948,32566.5402,airborne,A (16)
1777110027.5,-2.59297422,8.13484984,32566.6058,airborne,A (16)
1777110027.6,-2.59297537,8.13484983,32566.62485,airborne,A (16)
1777110027.7,-2.59297647,8.13484945,32566.5404,airborne,A (16)
1777110027.8,-2.59297742,8.13484872,32566.45165,airborne,A (16)
1777110027.9,-2.59297812,8.1348477,32566.4293,airborne,A (16)
1777110028.0,-2.59297853,8.1348465,32566.43035,airborne,A (16)
1777110028.1,-2.59297862,8.1348457,32566.40225,airborne,A (16)
1777110028.2,-2.59297859,8.13484491,32566.33875,airborne,A (16)
1777110028.3,-2.59297841,8.13484413,32566.3708,airborne,A (16)
1777110028.4,-2.59297808,8.13484339,32566.31475,airborne,A (16)
1777110028.5,-2.59297763,8.13484271,32566.3114,airborne,A (16)
1777110028.6,-2.59297706,8.13484212,32566.3099,airborne,A (16)
1777110028.7,-2.59297638,8.13484164,32566.2652,airborne,A (16)
1777110028.8,-2.59297564,8.13484129,32566.0542,airborne,A (16)
1777110028.9,-2.59297481,8.13484106,32565.4632,airborne,A (16)
1777110029.0,-2.59297402,8.134841,32565.30365,airborne,A (16)
1777110029.1,-2.59297372,8.13484112,32565.99485,airborne,A (16)
1777110029.2,-2.59297349,8.13484131,32566.6802,airborne,A (16)
1777110029.3,-2.59297324,8.13484155,32566.92335,airborne,A (16)
1777110029.4,-2.59297302,8.13484184,32566.9869,airborne,A (16)
1777110029.5,-2.59297282,8.13484218,32566.8912,airborne,A (16)
1777110029.6,-2.59297265,8.13484257,32566.86965,airborne,A (16)
1777110029.7,-2.59297252,8.13484301,32566.9776,airborne,A (16)
1777110029.8,-2.59297243,8.13484348,32567.16465,airborne,A (16)
1777110029.9,-2.59297239,8.13484399,32567.59575,airborne,A (16)
1777110030.0,-2.59297237,8.13484452,32567.9882,airborne,A (16)
1777110030.1,-2.59297271,8.13484409,32568.3166,airborne,A (16)
1777110030.2,-2.59297306,8.13484368,32568.47745,airborne,A (16)
1777110030.3,-2.59297347,8.13484331,32568.6112,airborne,A (16)
1777110030.4,-2.59297392,8.13484297,32568.83195,airborne,A (16)
1777110030.5,-2.5929744,8.13484268,32568.9583,airborne,A (16)
1777110030.6,-2.59297492,8.13484244,32568.8187,airborne,A (16)
1777110030.7,-2.59297546,8.13484225,32568.7223,airborne,A (16)
1777110030.8,-2.59297602,8.13484211,32568.73075,airborne,A (16)
1777110030.9,-2.59297646,8.13484204,32568.71695,airborne,A (16)
1777110031.0,-2.59297732,8.13484199,32568.57575,airborne,A (16)
1777110031.1,-2.59297839,8.1348419,32568.35615,airborne,A (16)
1777110031.2,-2.5929799,8.1348419,32568.20745,airborne,A (16)
1777110031.3,-2.59298131,8.13484201,32568.02485,airborne,A (16)
1777110031.4,-2.59298278,8.13484223,32568.03405,airborne,A (16)
1777110031.5,-2.59298432,8.13484255,32568.04685,airborne,A (16)
1777110031.6,-2.59298594,8.13484294,32568.12655,airborne,A (16)
1777110031.7,-2.59298766,8.1348434,32568.10255,airborne,A (16)
1777110031.8,-2.59298949,8.1348439,32568.16565,airborne,A (16)
1777110031.9,-2.59299118,8.13484447,32568.427,airborne,A (16)
1777110032.0,-2.59299375,8.13484495,32568.55395,airborne,A (16)
1777110032.1,-2.59299893,8.13484444,32568.59705,airborne,A (16)
1777110032.2,-2.59300486,8.13484385,32568.65885,airborne,A (16)
1777110032.3,-2.59301055,8.13484328,32568.7703,airborne,A (16)
1777110032.4,-2.59301623,8.13484271,32568.7914,airborne,A (16)
1777110032.5,-2.59302192,8.13484215,32569.0126,airborne,A (16)
1777110032.6,-2.59302761,8.13484158,32569.16585,airborne,A (16)
1777110032.7,-2.59303329,8.13484101,32569.2035,airborne,A (16)
1777110032.8,-2.59303898,8.13484044,32569.3487,airborne,A (16)
1777110032.9,-2.59304457,8.13483988,32569.40635,airborne,A (16)
1777110033.0,-2.59305044,8.1348393,32569.3203,airborne,A (16)
1777110033.1,-2.59305721,8.13483862,32569.1415,airborne,A (16)
1777110033.2,-2.59306425,8.13483793,32569.2007,airborne,A (16)
1777110033.3,-2.5930712,8.13483723,32569.229,airborne,A (16)
1777110033.4,-2.59307815,8.13483654,32569.2262,airborne,A (16)
1777110033.5,-2.59308509,8.13483585,32569.3413,airborne,A (16)
1777110033.6,-2.59309204,8.13483516,32569.261,airborne,A (16)
1777110033.7,-2.59309899,8.13483447,32569.00255,airborne,A (16)
1777110033.8,-2.59310594,8.13483378,32568.92595,airborne,A (16)
1777110033.9,-2.59311283,8.13483312,32568.97575,airborne,A (16)
1777110034.0,-2.5931199,8.13483236,32569.1668,airborne,A (16)
1777110034.1,-2.59312757,8.13483127,32569.3621,airborne,A (16)
1777110034.2,-2.59313541,8.13483007,32569.6188,airborne,A (16)
1777110034.3,-2.5931432,8.1348289,32569.83555,airborne,A (16)
1777110034.4,-2.59315099,8.13482774,32569.98815,airborne,A (16)
1777110034.5,-2.59315878,8.13482657,32570.1989,airborne,A (16)
1777110034.6,-2.59316656,8.13482541,32570.22895,airborne,A (16)
1777110034.7,-2.59317435,8.13482424,32570.2283,airborne,A (16)
1777110034.8,-2.59318214,8.13482308,32570.17675,airborne,A (16)
1777110034.9,-2.59318979,8.13482193,32570.02915,airborne,A (16)
1777110035.0,-2.59319786,8.13482073,32570.00615,airborne,A (16)
1777110035.1,-2.5932073,8.13481929,32569.9097,airborne,A (16)
1777110035.2,-2.59321715,8.13481779,32569.76985,airborne,A (16)
1777110035.3,-2.59322686,8.13481631,32569.64075,airborne,A (16)
1777110035.4,-2.59323658,8.13481483,32569.4958,airborne,A (16)
1777110035.5,-2.59324629,8.13481335,32569.30265,airborne,A (16)
1777110035.6,-2.59325601,8.13481187,32569.25745,airborne,A (16)
1777110035.7,-2.59326572,8.13481039,32569.23855,airborne,A (16)
1777110035.8,-2.59327544,8.13480891,32569.16315,airborne,A (16)
1777110035.9,-2.59328514,8.13480741,32569.0913,airborne,A (16)
1777110036.0,-2.59329488,8.13480597,32569.08965,airborne,A (16)
1777110036.1,-2.59330471,8.1348047,32569.1438,airborne,A (16)
1777110036.2,-2.59331456,8.13480349,32569.28995,airborne,A (16)
1777110036.3,-2.59332441,8.13480226,32569.31695,airborne,A (16)
1777110036.4,-2.59333426,8.13480103,32569.36775,airborne,A (16)
1777110036.5,-2.59334411,8.1347998,32569.6147,airborne,A (16)
1777110036.6,-2.59335396,8.13479857,32569.62615,airborne,A (16)
1777110036.7,-2.5933638,8.13479734,32569.66475,airborne,A (16)
1777110036.8,-2.59337365,8.13479611,32569.9044,airborne,A (16)
1777110036.9,-2.59338348,8.1347949,32569.9535,airborne,A (16)
1777110037.0,-2.59339337,8.13479362,32570.0064,airborne,A (16)
1777110037.1,-2.5934035,8.13479212,32570.1469,airborne,A (16)
1777110037.2,-2.59341369,8.13479053,32570.2019,airborne,A (16)
1777110037.3,-2.59342386,8.13478897,32570.15705,airborne,A (16)
1777110037.4,-2.59343403,8.13478741,32570.1497,airborne,A (16)
1777110037.5,-2.59344419,8.13478586,32570.13195,airborne,A (16)
1777110037.6,-2.59345436,8.1347843,32570.18725,airborne,A (16)
1777110037.7,-2.59346453,8.13478274,32570.14205,airborne,A (16)
1777110037.8,-2.5934747,8.13478118,32570.19615,airborne,A (16)
1777110037.9,-2.5934848,8.13477962,32570.09645,airborne,A (16)
1777110038.0,-2.59349512,8.13477807,32569.86865,airborne,A (16)
1777110038.1,-2.59350617,8.13477652,32569.8217,airborne,A (16)
1777110038.2,-2.59351744,8.13477499,32569.6551,airborne,A (16)
1777110038.3,-2.59352863,8.13477345,32569.60555,airborne,A (16)
1777110038.4,-2.59353983,8.13477192,32569.47865,airborne,A (16)
1777110038.5,-2.59355103,8.13477038,32569.38075,airborne,A (16)
1777110038.6,-2.59356222,8.13476884,32569.3854,airborne,A (16)
1777110038.7,-2.59357342,8.1347673,32569.31945,airborne,A (16)
1777110038.8,-2.59358462,8.13476577,32569.37365,airborne,A (16)
1777110038.9,-2.59359584,8.13476423,32569.4441,airborne,A (16)
1777110039.0,-2.59360699,8.13476269,32569.46305,airborne,A (16)
1777110039.1,-2.59361788,8.13476114,32569.5138,airborne,A (16)
