Counter,Date,Time,Latitude,Longitude,Mag, MagValid,CompassX, CompassY, CompassZ,GyroscopeX, GyroscopeY, GyroscopeZ,AccelerometerX, AccelerometerY, AccelerometerZ,ImuTemperature,Track,LocationSource,Hdop,FixQuality, SatellitesUsed, Altitude,HeightOverEllipsoid,SpeedOverGround,MagneticVariation,VariationDirection,ModeIndicator,GgaSentence,RmcSentence,EventCode,EventInfo,EventDataLength,EventData
1297280,2026/04/25,15:03:42.300,8.14335954,-2.58883112,32552.70740,1,17613,14903,-11172,-4.040,-5.241,-1.083,0.02737,-0.42261,0.90418,45.230,225.7,I,,,,,,,,,,,,,,,,
1297380,2026/04/25,15:03:42.400,8.14335064,-2.58884057,32552.80080,1,17622,14804,-10909,-5.329,-2.604,-3.091,0.02441,-0.44524,0.86741,45.200,226.0,I,,,,,,,,,,,,,,,,
1297480,2026/04/25,15:03:42.500,8.14334174,-2.58885002,32552.88140,1,17705,14615,-10632,-4.125,-0.874,-4.631,0.00268,-0.47080,0.84973,45.208,226.2,I,,,,,,,,,,,,,,,,
1297580,2026/04/25,15:03:42.600,8.14333284,-2.58885947,32552.90215,1,17869,14439,-10472,-2.317,-4.316,-1.522,-0.02537,-0.47848,0.88255,45.277,226.5,I,,,,,,,,,,,,,,,,
1297680,2026/04/25,15:03:42.700,8.14332395,-2.58886893,32552.80295,1,17900,14463,-10174,-1.934,-5.974,1.485,-0.03874,-0.49237,0.85982,45.216,226.8,I,,,,,,,,,,,,,,,,
1297780,2026/04/25,15:03:42.800,8.14331505,-2.58887838,32552.84645,1,17772,14525,-9990,0.027,-3.726,1.279,-0.04501,-0.51138,0.84548,45.227,227.1,I,,,,,,,,,,,,,,,,
1297880,2026/04/25,15:03:42.900,8.14330616,-2.58888784,32552.97270,1,17645,14597,-9984,1.515,-5.511,3.767,-0.05849,-0.50859,0.87908,45.239,227.3,I,,,,,,,,,,,,,,,,
1297980,2026/04/25,15:03:43.000,8.14329723,-2.58889728,32552.82450,1,17397,14815,-9816,0.875,-6.429,6.861,-0.06132,-0.50214,0.89480,45.220,227.6,G,0.510,1,12,367.20,24.10,28.058,0.000, ,,'$GNGGA,150343.00,0808.59766,N,00235.33403,W,1,12,0.51,367.2,M,24.1,M,,*58','$GNRMC,150343.00,A,0808.59766,N,00235.33403,W,28.058,227.57,250426,,,A,V*25',,,,,
1298080,2026/04/25,15:03:43.100,8.14328820,-2.58890663,32552.83930,1,17076,15035,-9648,-3.067,-1.729,6.845,-0.07306,-0.50271,0.90484,45.250,227.3,I,,,,,,,,,,,,,,,,
1298180,2026/04/25,15:03:43.200,8.14327911,-2.58891595,32552.78760,1,16864,15232,-9570,-5.883,-0.517,4.776,-0.10008,-0.51443,0.87921,45.238,227.0,I,,,,,,,,,,,,,,,,
1298280,2026/04/25,15:03:43.300,8.14327005,-2.58892528,32552.69230,1,16812,15309,-9339,-9.581,-0.612,1.550,-0.10222,-0.53718,0.83784,45.210,226.7,I,,,,,,,,,,,,,,,,
1298380,2026/04/25,15:03:43.400,8.14326098,-2.58893461,32552.80370,1,16810,15221,-9094,-7.416,0.170,-0.882,-0.09398,-0.55434,0.83376,45.204,226.4,I,,,,,,,,,,,,,,,,
1298480,2026/04/25,15:03:43.500,8.14325191,-2.58894395,32552.81955,1,16798,15101,-8814,-3.258,0.843,-1.627,-0.09494,-0.54662,0.84375,45.203,226.1,I,,,,,,,,,,,,,,,,
1298580,2026/04/25,15:03:43.600,8.14324285,-2.58895328,32552.77155,1,16892,15004,-8791,-2.650,2.475,-3.340,-0.08156,-0.52690,0.83665,45.226,225.9,I,,,,,,,,,,,,,,,,
1298680,2026/04/25,15:03:43.700,8.14323378,-2.58896261,32552.91360,1,17125,14837,-8903,-2.870,3.620,-5.506,-0.07651,-0.51809,0.81781,45.218,225.6,I,,,,,,,,,,,,,,,,
1298780,2026/04/25,15:03:43.800,8.14322471,-2.58897194,32552.92900,1,17450,14562,-9072,-4.160,5.390,-6.761,-0.06881,-0.51416,0.80535,45.210,225.3,I,,,,,,,,,,,,,,,,
1298880,2026/04/25,15:03:43.900,8.14321565,-2.58898127,32552.96125,1,17710,14280,-9240,-5.439,6.038,-6.441,-0.05839,-0.51379,0.80619,45.212,225.0,I,,,,,,,,,,,,,,,,
1298980,2026/04/25,15:03:44.000,8.14320657,-2.58899061,32553.06885,1,17933,14027,-9302,-5.057,5.131,-4.440,-0.05904,-0.51374,0.81830,45.217,224.7,G,0.510,1,12,367.70,24.10,27.864,0.000, ,,'$GNGGA,150344.00,0808.59221,N,00235.33962,W,1,12,0.51,367.7,M,24.1,M,,*56','$GNRMC,150344.00,A,0808.59221,N,00235.33962,W,27.864,224.71,250426,,,A,V*21',,,,,
1299080,2026/04/25,15:03:44.100,8.14319745,-2.58899998,32553.11210,1,18154,13851,-9304,-0.050,3.368,-3.139,-0.04205,-0.50108,0.83158,45.210,224.8,I,,,,,,,,,,,,,,,,
1299180,2026/04/25,15:03:44.200,8.14318833,-2.58900936,32553.17960,1,18313,13721,-9535,0.048,4.389,-2.277,-0.01299,-0.49190,0.82878,45.250,225.0,I,,,,,,,,,,,,,,,,
1299280,2026/04/25,15:03:44.300,8.14317920,-2.58901873,32553.04235,1,18437,13712,-9832,-1.301,3.105,1.989,-0.00308,-0.47751,0.85434,45.242,225.1,I,,,,,,,,,,,,,,,,
1299380,2026/04/25,15:03:44.400,8.14317008,-2.58902811,32552.94615,1,18270,13865,-9801,-2.400,0.130,6.567,0.02553,-0.45700,0.87137,45.236,225.3,I,,,,,,,,,,,,,,,,
1299480,2026/04/25,15:03:44.500,8.14316095,-2.58903748,32552.99240,1,18011,14056,-9657,-9.945,0.571,7.982,0.06719,-0.48224,0.79786,45.229,225.4,I,,,,,,,,,,,,,,,,
1299580,2026/04/25,15:03:44.600,8.14315183,-2.58904686,32552.95705,1,17742,14324,-9383,-12.244,-0.222,10.538,0.08087,-0.53035,0.75265,45.148,225.6,I,,,,,,,,,,,,,,,,
1299680,2026/04/25,15:03:44.700,8.14314270,-2.58905623,32552.86030,1,17306,14698,-9148,0.525,-1.072,13.684,0.08125,-0.54797,0.78519,45.266,225.8,I,,,,,,,,,,,,,,,,
1299780,2026/04/25,15:03:44.800,8.14313358,-2.58906561,32552.68965,1,16735,15260,-9349,12.169,-1.932,14.559,0.07144,-0.51740,0.79958,45.211,225.9,I,,,,,,,,,,,,,,,,
1299880,2026/04/25,15:03:44.900,8.14312444,-2.58907498,32552.68215,1,16241,15857,-9783,10.854,-1.225,12.172,0.04871,-0.48100,0.81281,45.266,226.0,I,,,,,,,,,,,,,,,,
1299980,2026/04/25,15:03:45.000,8.14311534,-2.58908436,32552.49360,1,15908,16258,-10056,3.700,-2.001,7.802,0.02485,-0.47272,0.81638,45.203,226.2,G,0.510,1,12,368.00,24.10,28.213,0.000, ,,'$GNGGA,150345.00,0808.58674,N,00235.34525,W,1,12,0.51,368.0,M,24.1,M,,*52','$GNRMC,150345.00,A,0808.58674,N,00235.34525,W,28.213,226.25,250426,,,A,V*2B',,,,,
1300080,2026/04/25,15:03:45.100,8.14310633,-2.58909382,32552.36365,1,15665,16465,-9913,-5.997,-4.135,3.977,0.00577,-0.49590,0.82001,45.234,226.2,I,,,,,,,,,,,,,,,,
1300180,2026/04/25,15:03:45.200,8.14309736,-2.58910329,32552.49775,1,15592,16454,-9493,-8.368,-3.733,0.371,-0.01096,-0.54545,0.82900,45.219,226.3,I,,,,,,,,,,,,,,,,
1300280,2026/04/25,15:03:45.300,8.14308837,-2.58911275,32552.57490,1,15590,16332,-9225,-0.322,-4.417,-3.928,-0.03391,-0.57533,0.81910,45.203,226.3,I,,,,,,,,,,,,,,,,
1300380,2026/04/25,15:03:45.400,8.14307939,-2.58912222,32552.50675,1,15770,16193,-9228,6.515,-3.275,-8.268,-0.05519,-0.56580,0.84500,45.225,226.3,I,,,,,,,,,,,,,,,,
1300480,2026/04/25,15:03:45.500,8.14307040,-2.58913169,32552.50350,1,16121,15953,-9385,6.561,-2.527,-10.857,-0.07240,-0.54444,0.88178,45.236,226.3,I,,,,,,,,,,,,,,,,
1300580,2026/04/25,15:03:45.600,8.14306142,-2.58914115,32552.63205,1,16527,15574,-9490,-0.283,-2.846,-12.213,-0.08541,-0.53058,0.85342,45.225,226.4,I,,,,,,,,,,,,,,,,
1300680,2026/04/25,15:03:45.700,8.14305243,-2.58915062,32552.70615,1,16969,15112,-9297,-7.108,-1.545,-13.062,-0.09609,-0.54965,0.83693,45.211,226.4,I,,,,,,,,,,,,,,,,
1300780,2026/04/25,15:03:45.800,8.14304345,-2.58916008,32552.91295,1,17443,14586,-9024,-3.304,-1.802,-12.986,-0.09725,-0.56856,0.85092,45.205,226.4,I,,,,,,,,,,,,,,,,
1300880,2026/04/25,15:03:45.900,8.14303447,-2.58916959,32553.05700,1,17821,14129,-9065,5.753,-0.438,-11.567,-0.09258,-0.56229,0.83863,45.219,226.5,I,,,,,,,,,,,,,,,,
1300980,2026/04/25,15:03:46.000,8.14302547,-2.58917897,32553.08020,1,18213,13779,-9378,6.555,1.256,-8.748,-0.09241,-0.53627,0.82690,45.232,226.5,G,0.510,1,12,368.30,24.10,27.885,0.000, ,,'$GNGGA,150346.00,0808.58135,N,00235.35093,W,1,12,0.51,368.3,M,24.1,M,,*59','$GNRMC,150346.00,A,0808.58135,N,00235.35093,W,27.885,226.52,250426,,,A,V*29',,,,,
1301080,2026/04/25,15:03:46.100,8.14301645,-2.58918798,32553.04020,1,18491,13533,-9567,-0.510,0.349,-4.804,-0.08815,-0.52721,0.80803,45.221,226.2,I,,,,,,,,,,,,,,,,
1301180,2026/04/25,15:03:46.200,8.14300741,-2.58919688,32553.06260,1,18550,13393,-9463,-6.830,1.169,0.323,-0.08162,-0.54286,0.82207,45.205,225.9,I,,,,,,,,,,,,,,,,
1301280,2026/04/25,15:03:46.300,8.14299838,-2.58920581,32553.08220,1,18410,13436,-9355,-5.318,2.484,4.863,-0.07809,-0.56516,0.83726,45.221,225.6,I,,,,,,,,,,,,,,,,
1301380,2026/04/25,15:03:46.400,8.14298934,-2.58921474,32553.13525,1,18279,13650,-9332,-3.020,2.210,8.427,-0.06535,-0.57183,0.82736,45.240,225.3,I,,,,,,,,,,,,,,,,
1301480,2026/04/25,15:03:46.500,8.14298031,-2.58922367,32553.11370,1,18091,14007,-9375,-3.191,4.025,10.192,-0.05229,-0.56161,0.83888,45.246,225.1,I,,,,,,,,,,,,,,,,
1301580,2026/04/25,15:03:46.600,8.14297127,-2.58923260,32552.89720,1,17707,14359,-9418,-3.620,4.001,11.059,-0.03884,-0.55705,0.84530,45.219,224.8,I,,,,,,,,,,,,,,,,
1301680,2026/04/25,15:03:46.700,8.14296224,-2.58924153,32552.77695,1,17425,14742,-9528,-3.620,3.796,11.511,-0.01832,-0.55426,0.85894,45.221,224.5,I,,,,,,,,,,,,,,,,
1301780,2026/04/25,15:03:46.800,8.14295320,-2.58925046,32552.75880,1,17056,15138,-9705,-4.867,5.161,11.221,-0.00765,-0.54200,0.85039,45.229,224.2,I,,,,,,,,,,,,,,,,
1301880,2026/04/25,15:03:46.900,8.14294415,-2.58925940,32552.78550,1,16669,15489,-9735,-7.224,3.733,10.855,-0.00591,-0.53855,0.81368,45.229,223.9,I,,,,,,,,,,,,,,,,
1301980,2026/04/25,15:03:47.000,8.14293515,-2.58926832,32552.77415,1,16390,15770,-9623,-6.613,3.915,8.920,0.00251,-0.54747,0.80351,45.225,223.6,G,0.510,1,12,368.70,24.10,27.012,0.000, ,,'$GNGGA,150347.00,0808.57592,N,00235.35628,W,1,12,0.51,368.7,M,24.1,M,,*5C','$GNRMC,150347.00,A,0808.57592,N,00235.35628,W,27.012,223.61,250426,,,A,V*2B',,,,,
1302080,2026/04/25,15:03:47.100,8.14292629,-2.58927719,32552.67775,1,16145,15983,-9717,-0.446,5.211,5.435,-0.00121,-0.54227,0.80189,45.248,223.8,I,,,,,,,,,,,,,,,,
1302180,2026/04/25,15:03:47.200,8.14291748,-2.58928604,32552.52765,1,16119,16107,-9916,0.096,2.942,0.833,-0.00559,-0.51873,0.78924,45.192,224.0,I,,,,,,,,,,,,,,,,
1302280,2026/04/25,15:03:47.300,8.14290865,-2.58929489,32552.56445,1,16194,16047,-9980,-5.198,0.368,-3.422,0.00372,-0.51417,0.79688,45.193,224.2,I,,,,,,,,,,,,,,,,
1302380,2026/04/25,15:03:47.400,8.14289982,-2.58930375,32552.67035,1,16378,15848,-9879,-4.508,-0.157,-7.097,0.01191,-0.51224,0.82496,45.209,224.4,I,,,,,,,,,,,,,,,,
1302480,2026/04/25,15:03:47.500,8.14289099,-2.58931261,32552.77655,1,16703,15493,-9776,-1.987,1.363,-10.196,0.01857,-0.50952,0.81064,45.212,224.6,I,,,,,,,,,,,,,,,,
1302580,2026/04/25,15:03:47.600,8.14288217,-2.58932146,32552.75925,1,17108,15046,-9780,-4.556,3.858,-10.808,-0.00061,-0.51943,0.79091,45.219,224.9,I,,,,,,,,,,,,,,,,
1302680,2026/04/25,15:03:47.700,8.14287334,-2.58933032,32552.81050,1,17484,14598,-9773,-4.302,1.918,-10.721,-0.02353,-0.52983,0.80888,45.207,225.1,I,,,,,,,,,,,,,,,,
1302780,2026/04/25,15:03:47.800,8.14286451,-2.58933917,32552.97855,1,17897,14184,-9674,-0.870,-0.224,-11.422,-0.03423,-0.53010,0.80055,45.261,225.3,I,,,,,,,,,,,,,,,,
1302880,2026/04/25,15:03:47.900,8.14285569,-2.58934804,32553.03860,1,18318,13795,-9795,2.460,-3.306,-10.369,-0.04231,-0.51577,0.80693,45.238,225.5,I,,,,,,,,,,,,,,,,
1302980,2026/04/25,15:03:48.000,8.14284685,-2.58935688,32553.00350,1,18603,13461,-9853,6.173,-3.284,-7.924,-0.03319,-0.48772,0.85815,45.218,225.7,G,0.510,1,12,369.10,24.10,26.777,0.000, ,,'$GNGGA,150348.00,0808.57063,N,00235.36160,W,1,12,0.51,369.1,M,24.1,M,,*57','$GNRMC,150348.00,A,0808.57063,N,00235.36160,W,26.777,225.66,250426,,,A,V*23',,,,,
1303080,2026/04/25,15:03:48.100,8.14283798,-2.58936565,32553.12160,1,18826,13270,-9939,5.294,0.184,-4.557,-0.03954,-0.47671,0.85755,45.229,225.5,I,,,,,,,,,,,,,,,,
1303180,2026/04/25,15:03:48.200,8.14282910,-2.58937440,32553.11870,1,18892,13214,-10009,-0.155,-0.478,-0.630,-0.05220,-0.48602,0.84644,45.259,225.4,I,,,,,,,,,,,,,,,,
1303280,2026/04/25,15:03:48.300,8.14282023,-2.58938316,32553.12805,1,18876,13222,-10009,-3.248,1.695,2.239,-0.06810,-0.51095,0.84910,45.224,225.2,I,,,,,,,,,,,,,,,,
1303380,2026/04/25,15:03:48.400,8.14281136,-2.58939192,32553.16975,1,18803,13324,-10078,-1.145,1.453,4.423,-0.08810,-0.54243,0.82806,45.241,225.1,I,,,,,,,,,,,,,,,,
1303480,2026/04/25,15:03:48.500,8.14280248,-2.58940068,32553.13825,1,18678,13501,-10080,1.198,-0.924,6.550,-0.08960,-0.55875,0.80591,45.217,224.9,I,,,,,,,,,,,,,,,,
1303580,2026/04/25,15:03:48.600,8.14279361,-2.58940944,32553.00440,1,18426,13780,-10087,0.351,-0.203,7.452,-0.09349,-0.57365,0.78554,45.249,224.7,I,,,,,,,,,,,,,,,,
1303680,2026/04/25,15:03:48.700,8.14278473,-2.58941819,32552.89550,1,18129,14070,-10132,3.036,-0.837,7.587,-0.09825,-0.57356,0.82403,45.240,224.6,I,,,,,,,,,,,,,,,,
1303780,2026/04/25,15:03:48.800,8.14277586,-2.58942695,32552.97105,1,17892,14374,-10263,4.211,-0.238,6.719,-0.08095,-0.56103,0.82782,45.224,224.4,I,,,,,,,,,,,,,,,,
1303880,2026/04/25,15:03:48.900,8.14276697,-2.58943573,32552.93765,1,17743,14627,-10510,1.169,2.852,4.725,-0.07307,-0.55680,0.82325,45.230,224.3,I,,,,,,,,,,,,,,,,
1303980,2026/04/25,15:03:49.000,8.14275812,-2.58944446,32552.81855,1,17650,14750,-10689,-2.478,4.091,3.214,-0.07560,-0.55796,0.82815,45.243,224.1,G,0.510,1,12,369.40,24.10,26.745,0.000, ,,'$GNGGA,150349.00,0808.56530,N,00235.36685,W,1,12,0.51,369.4,M,24.1,M,,*5D','$GNRMC,150349.00,A,0808.56530,N,00235.36685,W,26.745,224.08,250426,,,A,V*24',,,,,
1304080,2026/04/25,15:03:49.100,8.14274935,-2.58945305,32552.79680,1,17604,14797,-10730,-5.642,4.294,2.116,-0.08207,-0.58753,0.79139,45.228,224.1,I,,,,,,,,,,,,,,,,
1304180,2026/04/25,15:03:49.200,8.14274060,-2.58946160,32552.82125,1,17567,14824,-10797,-3.071,3.999,0.088,-0.08048,-0.59797,0.81971,45.227,224.2,I,,,,,,,,,,,,,,,,
1304280,2026/04/25,15:03:49.300,8.14273185,-2.58947017,32552.81410,1,17615,14766,-10917,-0.111,4.777,-2.840,-0.07127,-0.57882,0.82318,45.227,224.2,I,,,,,,,,,,,,,,,,
1304380,2026/04/25,15:03:49.400,8.14272310,-2.58947873,32552.76385,1,17878,14576,-11042,-2.258,2.443,-5.378,-0.03945,-0.54819,0.83063,45.221,224.2,I,,,,,,,,,,,,,,,,
1304480,2026/04/25,15:03:49.500,8.14271435,-2.58948730,32552.80045,1,18148,14334,-11132,-1.311,2.212,-6.131,-0.01082,-0.50862,0.90129,45.241,224.2,I,,,,,,,,,,,,,,,,
1304580,2026/04/25,15:03:49.600,8.14270560,-2.58949586,32552.91135,1,18291,14114,-11277,2.044,3.457,-5.553,-0.00100,-0.48726,0.90231,45.203,224.3,I,,,,,,,,,,,,,,,,
1304680,2026/04/25,15:03:49.700,8.14269685,-2.58950443,32552.89865,1,18479,13955,-11417,-1.827,0.357,-2.864,0.01278,-0.47261,0.86422,45.180,224.3,I,,,,,,,,,,,,,,,,
1304780,2026/04/25,15:03:49.800,8.14268810,-2.58951299,32552.86465,1,18558,13873,-11308,-6.348,0.295,0.524,0.02904,-0.47220,0.86101,45.195,224.3,I,,,,,,,,,,,,,,,,
1304880,2026/04/25,15:03:49.900,8.14267931,-2.58952157,32552.89250,1,18554,13901,-11164,-4.375,-0.272,3.268,0.03365,-0.48205,0.86962,45.191,224.4,I,,,,,,,,,,,,,,,,
1304980,2026/04/25,15:03:50.000,8.14267063,-2.58953012,32552.91595,1,18428,14034,-11077,-1.665,-1.840,5.084,0.03278,-0.50583,0.87597,45.271,224.4,G,0.510,1,12,369.80,24.10,26.077,0.000, ,,'$GNGGA,150350.00,0808.56005,N,00235.37199,W,1,12,0.51,369.8,M,24.1,M,,*51','$GNRMC,150350.00,A,0808.56005,N,00235.37199,W,26.077,224.41,250426,,,A,V*2F',,,,,
1305080,2026/04/25,15:03:50.100,8.14266228,-2.58953857,32552.92485,1,18149,14226,-11017,-8.243,-0.710,6.430,0.01905,-0.56297,0.76292,45.150,224.6,I,,,,,,,,,,,,,,,,
1305180,2026/04/25,15:03:50.200,8.14265404,-2.58954701,32552.91125,1,17873,14416,-10519,-19.034,-4.214,7.357,-0.00664,-0.63625,0.64410,45.205,224.7,I,,,,,,,,,,,,,,,,
1305280,2026/04/25,15:03:50.300,8.14264577,-2.58955545,32552.87255,1,17664,14518,-9825,-7.371,-2.673,3.728,-0.01197,-0.66752,0.74971,45.211,224.9,I,,,,,,,,,,,,,,,,
1305380,2026/04/25,15:03:50.400,8.14263749,-2.58956389,32552.92690,1,17664,14591,-9857,10.300,-1.299,0.341,-0.02846,-0.63850,0.78878,45.189,225.0,I,,,,,,,,,,,,,,,,
1305480,2026/04/25,15:03:50.500,8.14262921,-2.58957233,32552.90495,1,17617,14678,-10134,8.308,-5.390,-0.061,-0.03636,-0.58362,0.80576,45.268,225.2,I,,,,,,,,,,,,,,,,
1305580,2026/04/25,15:03:50.600,8.14262094,-2.58958077,32552.90130,1,17505,14684,-10231,-2.937,-2.398,-0.239,-0.04959,-0.55401,0.83510,45.234,225.4,I,,,,,,,,,,,,,,,,
1305680,2026/04/25,15:03:50.700,8.14261266,-2.58958921,32552.88925,1,17532,14624,-9914,-10.394,-2.653,-0.623,-0.06776,-0.55157,0.78546,45.275,225.5,I,,,,,,,,,,,,,,,,
1305780,2026/04/25,15:03:50.800,8.14260439,-2.58959766,32552.91795,1,17566,14504,-9501,-7.327,-4.308,-2.283,-0.07297,-0.54334,0.79535,45.240,225.7,I,,,,,,,,,,,,,,,,
1305880,2026/04/25,15:03:50.900,8.14259612,-2.58960611,32552.95220,1,17651,14358,-9278,0.624,-2.132,-3.636,-0.07678,-0.53524,0.83295,45.225,225.8,I,,,,,,,,,,,,,,,,
1305980,2026/04/25,15:03:51.000,8.14258783,-2.58961453,32552.95505,1,17771,14231,-9280,-0.094,-1.375,-3.920,-0.07047,-0.53806,0.84027,45.205,226.0,G,0.510,1,12,370.30,24.10,25.044,0.000, ,,'$GNGGA,150351.00,0808.55509,N,00235.37706,W,1,12,0.51,370.3,M,24.1,M,,*59','$GNRMC,150351.00,A,0808.55509,N,00235.37706,W,25.044,226.00,250426,,,A,V*20',,,,,
1306080,2026/04/25,15:03:51.100,8.14257950,-2.58962284,32553.05000,1,17925,14083,-9246,-2.313,0.594,-2.695,-0.07004,-0.53414,0.82300,45.246,225.8,I,,,,,,,,,,,,,,,,
1306180,2026/04/25,15:03:51.200,8.14257116,-2.58963113,32553.00610,1,18007,13993,-9255,-2.108,0.507,0.012,-0.07627,-0.51938,0.80704,45.268,225.6,I,,,,,,,,,,,,,,,,
1306280,2026/04/25,15:03:51.300,8.14256282,-2.58963942,32552.95355,1,17929,14037,-9242,-0.708,-0.742,2.791,-0.07334,-0.50508,0.79340,45.256,225.4,I,,,,,,,,,,,,,,,,
1306380,2026/04/25,15:03:51.400,8.14255448,-2.58964771,32552.99990,1,17818,14165,-9264,0.797,0.203,3.272,-0.08191,-0.49191,0.80511,45.219,225.2,I,,,,,,,,,,,,,,,,
1306480,2026/04/25,15:03:51.500,8.14254614,-2.58965600,32553.00295,1,17732,14270,-9266,2.512,-0.182,2.909,-0.07359,-0.48518,0.82504,45.242,225.1,I,,,,,,,,,,,,,,,,
1306580,2026/04/25,15:03:51.600,8.14253780,-2.58966430,32553.00845,1,17658,14407,-9480,2.558,2.212,2.079,-0.05832,-0.47902,0.82729,45.256,224.9,I,,,,,,,,,,,,,,,,
1306680,2026/04/25,15:03:51.700,8.14252946,-2.58967259,32553.00490,1,17664,14443,-9675,-3.601,3.748,0.283,-0.06138,-0.49705,0.79984,45.242,224.7,I,,,,,,,,,,,,,,,,
1306780,2026/04/25,15:03:51.800,8.14252112,-2.58968088,32553.00295,1,17708,14405,-9653,-1.267,1.888,-1.852,-0.06116,-0.52595,0.80508,45.262,224.5,I,,,,,,,,,,,,,,,,
1306880,2026/04/25,15:03:51.900,8.14251277,-2.58968919,32552.98335,1,17883,14336,-9865,8.479,2.845,-3.232,-0.05438,-0.51335,0.84164,45.201,224.3,I,,,,,,,,,,,,,,,,
1306980,2026/04/25,15:03:52.000,8.14250444,-2.58969746,32552.97475,1,18045,14251,-10321,9.214,4.349,-3.441,-0.03006,-0.48467,0.83265,45.199,224.1,G,0.510,1,12,370.70,24.10,25.366,0.000, ,,'$GNGGA,150352.00,0808.55008,N,00235.38203,W,1,12,0.51,370.7,M,24.1,M,,*55','$GNRMC,150352.00,A,0808.55008,N,00235.38203,W,25.366,224.13,250426,,,A,V*2B',,,,,
1307080,2026/04/25,15:03:52.100,8.14249613,-2.58970563,32552.94995,1,18175,14156,-10649,-1.029,4.783,-2.221,-0.02791,-0.48927,0.78887,45.188,224.1,I,,,,,,,,,,,,,,,,
1307180,2026/04/25,15:03:52.200,8.14248783,-2.58971377,32552.93180,1,18232,14074,-10774,-8.419,3.586,-0.056,-0.04088,-0.53495,0.78549,45.240,224.2,I,,,,,,,,,,,,,,,,
1307280,2026/04/25,15:03:52.300,8.14247953,-2.58972191,32552.98235,1,18310,14034,-10669,-6.406,4.500,-0.312,-0.05041,-0.57812,0.80012,45.211,224.2,I,,,,,,,,,,,,,,,,
1307380,2026/04/25,15:03:52.400,8.14247123,-2.58973006,32552.97145,1,18391,13999,-10865,2.176,3.592,-1.279,-0.04496,-0.59592,0.77658,45.199,224.3,I,,,,,,,,,,,,,,,,
1307480,2026/04/25,15:03:52.500,8.14246293,-2.58973821,32552.88030,1,18447,13995,-11182,9.477,1.973,0.876,-0.03355,-0.57952,0.80982,45.195,224.3,I,,,,,,,,,,,,,,,,
1307580,2026/04/25,15:03:52.600,8.14245463,-2.58974636,32552.81405,1,18399,14061,-11654,9.242,3.251,1.781,-0.04764,-0.52882,0.86417,45.224,224.3,I,,,,,,,,,,,,,,,,
1307680,2026/04/25,15:03:52.700,8.14244632,-2.58975451,32552.80470,1,18361,14168,-12006,6.409,-1.639,1.339,-0.02505,-0.49110,0.87240,45.200,224.4,I,,,,,,,,,,,,,,,,
1307780,2026/04/25,15:03:52.800,8.14243802,-2.58976265,32552.81485,1,18292,14268,-11935,-0.159,-5.742,2.979,0.01078,-0.48040,0.92329,45.227,224.4,I,,,,,,,,,,,,,,,,
1307880,2026/04/25,15:03:52.900,8.14242970,-2.58977082,32552.70905,1,18131,14394,-11672,-6.109,-0.300,4.854,0.00454,-0.49109,0.96417,45.204,224.5,I,,,,,,,,,,,,,,,,
1307980,2026/04/25,15:03:53.000,8.14242144,-2.58977893,32552.75410,1,18031,14521,-11599,-8.710,2.799,3.922,-0.01243,-0.54460,0.85442,45.218,224.5,G,0.510,1,12,371.00,24.10,24.782,0.000, ,,'$GNGGA,150353.00,0808.54510,N,00235.38692,W,1,12,0.51,371.0,M,24.1,M,,*53','$GNRMC,150353.00,A,0808.54510,N,00235.38692,W,24.782,224.54,250426,,,A,V*27',,,,,
1308080,2026/04/25,15:03:53.100,8.14241341,-2.58978684,32552.79745,1,17909,14550,-11327,-11.969,-1.850,1.663,-0.02297,-0.59969,0.75345,45.234,224.5,I,,,,,,,,,,,,,,,,
1308180,2026/04/25,15:03:53.200,8.14240545,-2.58979468,32552.85660,1,17872,14504,-10882,-8.376,-2.223,-1.419,-0.02371,-0.65085,0.76170,45.236,224.5,I,,,,,,,,,,,,,,,,
1308280,2026/04/25,15:03:53.300,8.14239747,-2.58980255,32552.94155,1,17943,14433,-10826,4.939,-1.284,-1.918,-0.02131,-0.62963,0.82382,45.219,224.5,I,,,,,,,,,,,,,,,,
1308380,2026/04/25,15:03:53.400,8.14238949,-2.58981042,32552.84110,1,17950,14433,-10945,5.426,-4.306,1.401,-0.03816,-0.56751,0.83555,45.250,224.5,I,,,,,,,,,,,,,,,,
1308480,2026/04/25,15:03:53.500,8.14238150,-2.58981828,32552.86165,1,17932,14515,-10957,-4.927,0.162,2.520,-0.06081,-0.53211,0.83996,45.221,224.5,I,,,,,,,,,,,,,,,,
1308580,2026/04/25,15:03:53.600,8.14237352,-2.58982615,32552.91140,1,17927,14503,-10736,-10.216,2.959,-1.413,-0.09905,-0.52337,0.83417,45.232,224.5,I,,,,,,,,,,,,,,,,
1308680,2026/04/25,15:03:53.700,8.14236554,-2.58983402,32553.05465,1,18027,14289,-10493,-12.531,0.957,-5.735,-0.11704,-0.52378,0.80930,45.214,224.5,I,,,,,,,,,,,,,,,,
1308780,2026/04/25,15:03:53.800,8.14235755,-2.58984189,32553.06815,1,18278,13986,-10250,-11.294,0.751,-6.703,-0.11737,-0.51819,0.82850,45.215,224.5,I,,,,,,,,,,,,,,,,
1308880,2026/04/25,15:03:53.900,8.14234960,-2.58984975,32553.11190,1,18529,13660,-10064,-3.344,-1.359,-6.153,-0.11484,-0.47858,0.84189,45.196,224.5,I,,,,,,,,,,,,,,,,
