Counter,Date,Time,Latitude,Longitude,Mag, MagValid,CompassX, CompassY, CompassZ,GyroscopeX, GyroscopeY, GyroscopeZ,AccelerometerX, AccelerometerY, AccelerometerZ,ImuTemperature,Track,LocationSource,Hdop,FixQuality, SatellitesUsed, Altitude,HeightOverEllipsoid,SpeedOverGround,MagneticVariation,VariationDirection,ModeIndicator,GgaSentence,RmcSentence,EventCode,EventInfo,EventDataLength,EventData
139280,2026/04/25,14:44:24.300,8.13485273,-2.59297487,32562.72230,1,-31766,6224,-16164,-3.682,-2.250,-5.067,-0.02853,0.18629,1.23756,43.706,239.0,I,,,,,,,,,,,,,,,,
139380,2026/04/25,14:44:24.400,8.13485343,-2.59297494,32562.14730,1,-31710,6313,-16204,12.424,2.095,3.058,-0.03672,0.17178,1.24934,43.729,221.1,I,,,,,,,,,,,,,,,,
139480,2026/04/25,14:44:24.500,8.13485382,-2.59297529,32561.54025,1,-31769,6130,-16686,23.742,-1.018,4.366,-0.01296,0.17556,1.33009,43.702,203.2,I,,,,,,,,,,,,,,,,
139580,2026/04/25,14:44:24.600,8.13485382,-2.59297580,32560.87360,1,-31828,6088,-17427,23.931,-3.965,-1.570,-0.04210,0.11476,1.43326,43.706,185.2,I,,,,,,,,,,,,,,,,
139680,2026/04/25,14:44:24.700,8.13485340,-2.59297635,32559.98715,1,-31730,6184,-18165,29.145,-1.361,-3.444,-0.01560,0.05779,1.50237,43.706,167.3,I,,,,,,,,,,,,,,,,
139780,2026/04/25,14:44:24.800,8.13485257,-2.59297681,32559.00605,1,-31642,6197,-18843,36.589,1.876,-0.542,-0.02607,-0.02975,1.54093,43.697,149.4,I,,,,,,,,,,,,,,,,
139880,2026/04/25,14:44:24.900,8.13485136,-2.59297705,32558.04635,1,-31643,5890,-19712,46.252,0.797,5.408,-0.03789,-0.12794,1.48584,43.705,131.4,I,,,,,,,,,,,,,,,,
139980,2026/04/25,14:44:25.000,8.13484991,-2.59297699,32557.25915,1,-31695,5433,-20839,46.556,-0.925,2.424,-0.04260,-0.19131,1.41713,43.721,113.5,G,0.500,1,12,298.70,24.10,4.804,0.000, ,,'$GNGGA,144425.00,0808.09089,N,00235.57838,W,1,12,0.50,298.7,M,24.1,M,,*5A','$GNRMC,144425.00,A,0808.09089,N,00235.57838,W,4.804,113.54,250426,,,A,V*1A',,,,,
140080,2026/04/25,14:44:25.100,8.13484902,-2.59297652,32556.39255,1,-31718,5054,-21822,41.731,-3.545,0.400,-0.06140,-0.19330,1.36990,43.759,103.6,I,,,,,,,,,,,,,,,,
140180,2026/04/25,14:44:25.200,8.13484813,-2.59297594,32555.68660,1,-31669,4642,-22953,34.406,-3.621,0.288,-0.02181,-0.19180,1.31465,43.714,93.8,I,,,,,,,,,,,,,,,,
140280,2026/04/25,14:44:25.300,8.13484721,-2.59297522,32555.32790,1,-31540,4444,-23668,26.277,2.154,-6.391,-0.04769,-0.24287,1.20581,43.716,83.9,I,,,,,,,,,,,,,,,,
140380,2026/04/25,14:44:25.400,8.13484632,-2.59297438,32555.23850,1,-31435,4539,-23948,19.355,5.698,-8.519,-0.03093,-0.26009,1.08428,43.734,74.1,I,,,,,,,,,,,,,,,,
140480,2026/04/25,14:44:25.500,8.13484545,-2.59297342,32555.17400,1,-31288,4724,-24069,16.136,3.766,-9.599,-0.02452,-0.25303,0.97258,43.731,64.2,I,,,,,,,,,,,,,,,,
140580,2026/04/25,14:44:25.600,8.13484465,-2.59297234,32555.21405,1,-31158,5016,-24213,8.423,2.951,-8.332,-0.04051,-0.25555,0.87740,43.750,54.3,I,,,,,,,,,,,,,,,,
140680,2026/04/25,14:44:25.700,8.13484391,-2.59297115,32555.18295,1,-30961,5359,-24233,5.429,1.752,-9.656,-0.01521,-0.23720,0.83886,43.743,44.5,I,,,,,,,,,,,,,,,,
140780,2026/04/25,14:44:25.800,8.13484327,-2.59296987,32555.26080,1,-30729,5807,-24187,-2.196,2.006,-11.479,-0.00642,-0.21447,0.82885,43.746,34.6,I,,,,,,,,,,,,,,,,
140880,2026/04/25,14:44:25.900,8.13484269,-2.59296841,32555.50830,1,-30556,6378,-23975,-13.154,2.905,-8.916,-0.02027,-0.21845,0.83971,43.725,24.8,I,,,,,,,,,,,,,,,,
140980,2026/04/25,14:44:26.000,8.13484236,-2.59296724,32555.77540,1,-30413,6911,-23665,-18.281,1.732,-4.773,-0.00220,-0.21065,0.87729,43.727,14.9,G,0.500,1,12,303.30,24.10,0.350,0.000, ,,'$GNGGA,144426.00,0808.09079,N,00235.57796,W,1,12,0.50,303.3,M,24.1,M,,*5A','$GNRMC,144426.00,A,0808.09079,N,00235.57796,W,0.350,14.86,250426,,,A,V*2A',,,,,
141080,2026/04/25,14:44:26.100,8.13484265,-2.59296737,32556.10765,1,-30340,7313,-23047,-21.505,2.912,-3.065,-0.00550,-0.19921,0.94468,43.762,6.8,I,,,,,,,,,,,,,,,,
141180,2026/04/25,14:44:26.200,8.13484317,-2.59296784,32556.45425,1,-30291,7632,-22331,-22.522,2.289,-1.391,-0.03191,-0.18631,1.02421,43.736,358.8,I,,,,,,,,,,,,,,,,
141280,2026/04/25,14:44:26.300,8.13484372,-2.59296820,32556.76305,1,-30335,7845,-21854,-27.015,-1.949,2.298,-0.02877,-0.13784,1.08718,43.707,350.7,I,,,,,,,,,,,,,,,,
141380,2026/04/25,14:44:26.400,8.13484436,-2.59296857,32556.98705,1,-30413,7919,-21371,-31.738,-4.901,4.381,-0.03844,-0.09238,1.12222,43.736,342.6,I,,,,,,,,,,,,,,,,
141480,2026/04/25,14:44:26.500,8.13484509,-2.59296897,32557.21830,1,-30469,7945,-20742,-37.330,-5.320,5.563,-0.04736,-0.07072,1.15735,43.742,334.6,I,,,,,,,,,,,,,,,,
141580,2026/04/25,14:44:26.600,8.13484589,-2.59296940,32557.53915,1,-30540,7973,-20078,-39.477,-5.088,3.235,-0.04001,-0.03466,1.20094,43.711,326.5,I,,,,,,,,,,,,,,,,
141680,2026/04/25,14:44:26.700,8.13484676,-2.59296989,32557.86465,1,-30567,8122,-19293,-35.579,-1.832,-0.975,-0.04083,0.00674,1.23434,43.768,318.4,I,,,,,,,,,,,,,,,,
141780,2026/04/25,14:44:26.800,8.13484769,-2.59297042,32558.12180,1,-30552,8324,-18481,-28.475,3.104,-2.361,-0.03829,0.05262,1.22041,43.750,310.3,I,,,,,,,,,,,,,,,,
141880,2026/04/25,14:44:26.900,8.13484873,-2.59297114,32558.55905,1,-30416,8591,-17587,-23.879,11.324,-7.099,-0.06484,0.09549,1.14483,43.730,302.3,I,,,,,,,,,,,,,,,,
141980,2026/04/25,14:44:27.000,8.13484967,-2.59297159,32559.09915,1,-30185,9089,-16383,-22.128,14.907,-11.795,-0.10893,0.10925,1.03109,43.742,294.2,G,0.500,1,12,308.50,24.10,3.375,0.000, ,,'$GNGGA,144427.00,0808.09109,N,00235.57854,W,1,12,0.50,308.5,M,24.1,M,,*51','$GNRMC,144427.00,A,0808.09109,N,00235.57854,W,3.375,294.21,250426,,,A,V*1F',,,,,
142080,2026/04/25,14:44:27.100,8.13484848,-2.59297192,32559.47610,1,-29796,9730,-15207,-18.874,12.872,-17.188,-0.12634,0.11387,0.96552,43.766,311.7,I,,,,,,,,,,,,,,,,
142180,2026/04/25,14:44:27.200,8.13484741,-2.59297222,32559.76235,1,-29148,10598,-14336,-11.862,9.394,-26.490,-0.13874,0.10944,0.91730,43.785,329.3,I,,,,,,,,,,,,,,,,
142280,2026/04/25,14:44:27.300,8.13484673,-2.59297283,32560.10785,1,-28113,11911,-13759,-2.887,8.788,-36.716,-0.15395,0.09014,0.91771,43.768,346.8,I,,,,,,,,,,,,,,,,
142380,2026/04/25,14:44:27.400,8.13484645,-2.59297354,32560.45245,1,-26667,13603,-13352,4.877,9.985,-45.132,-0.15650,0.06532,0.90569,43.744,4.4,I,,,,,,,,,,,,,,,,
142480,2026/04/25,14:44:27.500,8.13484657,-2.59297421,32561.03040,1,-24706,15543,-13229,11.573,9.961,-54.678,-0.16481,0.04794,0.91461,43.752,21.9,I,,,,,,,,,,,,,,,,
142580,2026/04/25,14:44:27.600,8.13484706,-2.59297473,32561.45010,1,-22227,17706,-13434,18.435,7.353,-66.068,-0.17876,0.02013,0.94048,43.732,39.4,I,,,,,,,,,,,,,,,,
142680,2026/04/25,14:44:27.700,8.13484786,-2.59297500,32561.47915,1,-19011,19892,-14141,26.223,5.715,-76.865,-0.16915,-0.01816,0.99939,43.758,57.0,I,,,,,,,,,,,,,,,,
142780,2026/04/25,14:44:27.800,8.13484888,-2.59297493,32561.04870,1,-14970,21874,-15180,29.638,8.678,-87.712,-0.12852,-0.04290,1.03781,43.779,74.5,I,,,,,,,,,,,,,,,,
142880,2026/04/25,14:44:27.900,8.13485002,-2.59297447,32560.22375,1,-10191,23343,-16244,27.133,13.045,-99.040,-0.08895,-0.07537,1.05102,43.783,92.1,I,,,,,,,,,,,,,,,,
142980,2026/04/25,14:44:28.000,8.13485112,-2.59297358,32559.10380,1,-4804,23997,-17155,21.650,17.894,-105.106,-0.03644,-0.11238,1.08163,43.770,109.6,G,0.500,1,12,313.20,24.10,3.254,0.000, ,,'$GNGGA,144428.00,0808.09098,N,00235.57817,W,1,12,0.50,313.2,M,24.1,M,,*5D','$GNRMC,144428.00,A,0808.09098,N,00235.57817,W,3.254,109.62,250426,,,A,V*1C',,,,,
143080,2026/04/25,14:44:28.100,8.13485087,-2.59297281,32558.19715,1,643,23634,-17977,14.203,22.084,-104.943,0.01852,-0.12676,1.12231,43.803,110.1,I,,,,,,,,,,,,,,,,
143180,2026/04/25,14:44:28.200,8.13485060,-2.59297200,32557.97220,1,5833,22364,-18766,6.131,26.330,-103.095,0.07177,-0.11227,1.12705,43.797,110.6,I,,,,,,,,,,,,,,,,
143280,2026/04/25,14:44:28.300,8.13485033,-2.59297121,32558.32085,1,10499,20270,-19328,-0.924,26.342,-97.514,0.12285,-0.08191,1.07925,43.752,111.1,I,,,,,,,,,,,,,,,,
143380,2026/04/25,14:44:28.400,8.13485007,-2.59297041,32558.73840,1,14254,17694,-19808,-7.342,22.336,-87.502,0.14134,-0.06816,1.04655,43.791,111.6,I,,,,,,,,,,,,,,,,
143480,2026/04/25,14:44:28.500,8.13484980,-2.59296961,32558.92660,1,17266,14949,-20073,-12.269,18.223,-80.335,0.13795,-0.06111,1.02578,43.740,112.0,I,,,,,,,,,,,,,,,,
143580,2026/04/25,14:44:28.600,8.13484953,-2.59296882,32558.77330,1,19763,11993,-20334,-13.468,15.047,-77.792,0.15109,-0.04192,1.01720,43.771,112.5,I,,,,,,,,,,,,,,,,
143680,2026/04/25,14:44:28.700,8.13484927,-2.59296802,32558.28115,1,21696,8828,-20597,-10.272,12.155,-74.352,0.16168,-0.02871,0.99704,43.779,113.0,I,,,,,,,,,,,,,,,,
143780,2026/04/25,14:44:28.800,8.13484900,-2.59296722,32557.55165,1,23133,5600,-21014,-5.954,8.013,-70.091,0.14477,-0.00736,0.98538,43.824,113.5,I,,,,,,,,,,,,,,,,
143880,2026/04/25,14:44:28.900,8.13484870,-2.59296633,32556.76410,1,24177,2406,-21227,-2.657,3.855,-64.513,0.11675,0.00805,0.97015,43.765,114.0,I,,,,,,,,,,,,,,,,
143980,2026/04/25,14:44:29.000,8.13484851,-2.59296571,32556.13545,1,24804,-670,-21186,0.706,0.914,-60.674,0.08734,0.00838,0.96641,43.788,114.5,G,0.500,1,12,318.10,24.10,1.045,0.000, ,,'$GNGGA,144429.00,0808.09080,N,00235.57770,W,1,12,0.50,318.1,M,24.1,M,,*53','$GNRMC,144429.00,A,0808.09080,N,00235.57770,W,1.045,114.49,250426,,,A,V*1F',,,,,
144080,2026/04/25,14:44:29.100,8.13484739,-2.59296638,32555.62395,1,25081,-3684,-21288,3.132,0.269,-57.859,0.07255,0.01086,0.97100,43.764,96.7,I,,,,,,,,,,,,,,,,
144180,2026/04/25,14:44:29.200,8.13484634,-2.59296690,32555.12805,1,25043,-6604,-21340,7.043,0.850,-52.718,0.04810,0.00134,0.98874,43.764,78.9,I,,,,,,,,,,,,,,,,
144280,2026/04/25,14:44:29.300,8.13484533,-2.59296693,32554.92520,1,24707,-9290,-21340,11.810,1.682,-48.112,0.02181,-0.02261,1.00780,43.803,61.1,I,,,,,,,,,,,,,,,,
144380,2026/04/25,14:44:29.400,8.13484452,-2.59296659,32554.66425,1,24200,-11729,-21371,14.570,1.975,-44.273,0.00471,-0.04924,1.03432,43.795,43.3,I,,,,,,,,,,,,,,,,
144480,2026/04/25,14:44:29.500,8.13484401,-2.59296596,32554.49010,1,23547,-13972,-21264,17.886,0.774,-40.735,-0.01114,-0.07259,1.05002,43.796,25.5,I,,,,,,,,,,,,,,,,
144580,2026/04/25,14:44:29.600,8.13484388,-2.59296515,32554.70450,1,22852,-16041,-20979,20.039,0.194,-37.041,-0.01934,-0.07808,1.06443,43.810,7.7,I,,,,,,,,,,,,,,,,
144680,2026/04/25,14:44:29.700,8.13484415,-2.59296429,32554.86585,1,22110,-17894,-20523,20.265,1.338,-30.965,-0.03187,-0.09309,1.06676,43.791,349.9,I,,,,,,,,,,,,,,,,
144780,2026/04/25,14:44:29.800,8.13484484,-2.59296350,32554.90060,1,21400,-19338,-20282,18.171,3.456,-22.035,-0.03502,-0.11700,1.05379,43.807,332.1,I,,,,,,,,,,,,,,,,
144880,2026/04/25,14:44:29.900,8.13484591,-2.59296294,32554.96130,1,20910,-20220,-20026,15.013,4.095,-10.743,-0.02266,-0.12456,1.05142,43.788,314.3,I,,,,,,,,,,,,,,,,
144980,2026/04/25,14:44:30.000,8.13484721,-2.59296258,32555.07095,1,20747,-20560,-19696,12.365,3.067,2.705,-0.01602,-0.13278,1.03549,43.807,296.5,G,0.500,1,12,323.10,24.10,2.220,0.000, ,,'$GNGGA,144430.00,0808.09095,N,00235.57799,W,1,12,0.50,323.1,M,24.1,M,,*50','$GNRMC,144430.00,A,0808.09095,N,00235.57799,W,2.220,296.49,250426,,,A,V*1F',,,,,
145080,2026/04/25,14:44:30.100,8.13484850,-2.59296222,32555.19575,1,20959,-20265,-19535,10.011,0.334,16.469,-0.00954,-0.14790,1.00436,43.789,278.8,I,,,,,,,,,,,,,,,,
145180,2026/04/25,14:44:30.200,8.13484980,-2.59296217,32555.29655,1,21559,-19367,-19190,5.333,-2.104,26.982,-0.01079,-0.15150,0.98991,43.791,261.2,I,,,,,,,,,,,,,,,,
145280,2026/04/25,14:44:30.300,8.13485105,-2.59296256,32555.47225,1,22363,-18009,-18774,2.189,-3.821,35.903,-0.01215,-0.15376,0.97929,43.787,243.5,I,,,,,,,,,,,,,,,,
145380,2026/04/25,14:44:30.400,8.13485212,-2.59296331,32555.60525,1,23220,-16165,-18535,-1.423,-3.288,42.461,-0.00985,-0.15540,0.96601,43.758,225.9,I,,,,,,,,,,,,,,,,
145480,2026/04/25,14:44:30.500,8.13485290,-2.59296436,32555.76240,1,24008,-14016,-18327,-5.151,-3.256,45.639,-0.01193,-0.15520,0.96431,43.837,208.2,I,,,,,,,,,,,,,,,,
145580,2026/04/25,14:44:30.600,8.13485333,-2.59296560,32555.94720,1,24721,-11681,-18108,-7.253,-5.018,46.902,-0.00915,-0.15199,0.95901,43.788,190.5,I,,,,,,,,,,,,,,,,
145680,2026/04/25,14:44:30.700,8.13485335,-2.59296692,32555.99685,1,25260,-9340,-17894,-9.097,-3.533,45.832,0.00896,-0.14271,0.96753,43.821,172.9,I,,,,,,,,,,,,,,,,
145780,2026/04/25,14:44:30.800,8.13485297,-2.59296818,32556.13970,1,25574,-7022,-17794,-11.185,1.389,42.485,0.01589,-0.12982,0.98173,43.843,155.2,I,,,,,,,,,,,,,,,,
145880,2026/04/25,14:44:30.900,8.13485224,-2.59296930,32556.13560,1,25627,-4915,-17947,-11.923,4.879,37.762,0.02252,-0.12167,0.99289,43.850,137.6,I,,,,,,,,,,,,,,,,
145980,2026/04/25,14:44:31.000,8.13485114,-2.59297008,32556.02980,1,25518,-3140,-18231,-12.466,7.128,29.760,0.03150,-0.10781,0.99519,43.805,119.9,G,0.500,1,12,328.00,24.10,0.935,0.000, ,,'$GNGGA,144431.00,0808.09094,N,00235.57798,W,1,12,0.50,328.0,M,24.1,M,,*5B','$GNRMC,144431.00,A,0808.09094,N,00235.57798,W,0.935,119.87,250426,,,A,V*15',,,,,
146080,2026/04/25,14:44:31.100,8.13485109,-2.59296972,32555.78855,1,25358,-1849,-18660,-11.821,10.769,16.676,0.02588,-0.08794,1.01907,43.805,123.1,I,,,,,,,,,,,,,,,,
146180,2026/04/25,14:44:31.200,8.13485096,-2.59296930,32555.56980,1,25198,-1356,-19258,-11.922,12.789,2.119,0.01523,-0.07277,1.01942,43.797,126.2,I,,,,,,,,,,,,,,,,
146280,2026/04/25,14:44:31.300,8.13485085,-2.59296889,32555.15270,1,25150,-1562,-19709,-11.896,12.428,-12.694,0.01352,-0.05271,1.02007,43.809,129.3,I,,,,,,,,,,,,,,,,
146380,2026/04/25,14:44:31.400,8.13485073,-2.59296847,32554.56065,1,25151,-2471,-20272,-10.108,10.830,-26.443,0.01653,-0.03831,1.01994,43.812,132.5,I,,,,,,,,,,,,,,,,
146480,2026/04/25,14:44:31.500,8.13485060,-2.59296804,32554.09230,1,25115,-4085,-20837,-9.303,9.218,-39.713,0.01933,-0.03369,1.01474,43.840,135.7,I,,,,,,,,,,,,,,,,
146580,2026/04/25,14:44:31.600,8.13485046,-2.59296759,32553.46480,1,24996,-6284,-21278,-8.409,7.911,-49.112,0.03973,-0.02074,1.02377,43.828,138.8,I,,,,,,,,,,,,,,,,
146680,2026/04/25,14:44:31.700,8.13485031,-2.59296714,32552.98425,1,24726,-8810,-21693,-6.731,5.915,-52.418,0.04427,-0.01100,1.01271,43.857,141.9,I,,,,,,,,,,,,,,,,
146780,2026/04/25,14:44:31.800,8.13485016,-2.59296669,32552.74815,1,24152,-11375,-21985,-5.654,5.287,-51.937,0.03896,-0.00657,1.00239,43.861,145.1,I,,,,,,,,,,,,,,,,
146880,2026/04/25,14:44:31.900,8.13484996,-2.59296618,32552.52750,1,23332,-13795,-22319,-3.100,5.200,-47.502,0.04031,-0.00311,1.00922,43.869,148.2,I,,,,,,,,,,,,,,,,
146980,2026/04/25,14:44:32.000,8.13484983,-2.59296579,32552.33470,1,22459,-15930,-22699,-0.727,3.983,-42.207,0.01855,-0.00030,0.99580,43.793,151.4,G,0.500,1,12,333.00,24.10,0.794,0.000, ,,'$GNGGA,144432.00,0808.09076,N,00235.57782,W,1,12,0.50,333.0,M,24.1,M,,*55','$GNRMC,144432.00,A,0808.09076,N,00235.57782,W,0.794,151.45,250426,,,A,V*16',,,,,
147080,2026/04/25,14:44:32.100,8.13485024,-2.59296508,32552.29830,1,21595,-17795,-22938,2.033,2.579,-37.335,0.00023,0.00115,1.00047,43.842,165.4,I,,,,,,,,,,,,,,,,
147180,2026/04/25,14:44:32.200,8.13485047,-2.59296444,32552.23245,1,20706,-19447,-22936,4.330,1.982,-31.583,-0.01161,-0.00922,0.99306,43.822,179.4,I,,,,,,,,,,,,,,,,
147280,2026/04/25,14:44:32.300,8.13485041,-2.59296375,32552.23245,1,19889,-20766,-22857,5.393,0.961,-25.984,-0.01322,-0.02884,0.99629,43.818,193.5,I,,,,,,,,,,,,,,,,
147380,2026/04/25,14:44:32.400,8.13485011,-2.59296312,32552.22200,1,19185,-21911,-22598,7.529,0.980,-25.072,-0.01443,-0.03294,1.01704,43.801,207.5,I,,,,,,,,,,,,,,,,
147480,2026/04/25,14:44:32.500,8.13484958,-2.59296262,32552.20525,1,18252,-23106,-22372,9.419,2.886,-27.064,-0.02079,-0.04763,1.01336,43.877,221.5,I,,,,,,,,,,,,,,,,
147580,2026/04/25,14:44:32.600,8.13484885,-2.59296228,32552.25375,1,17283,-24258,-22249,10.057,4.131,-25.567,-0.01277,-0.06572,1.01602,43.857,235.5,I,,,,,,,,,,,,,,,,
147680,2026/04/25,14:44:32.700,8.13484798,-2.59296216,32552.31405,1,16425,-25314,-22089,10.055,3.826,-23.220,-0.00682,-0.07714,1.03160,43.805,249.5,I,,,,,,,,,,,,,,,,
147780,2026/04/25,14:44:32.800,8.13484702,-2.59296228,32552.34930,1,15648,-26216,-21817,9.228,3.424,-18.208,0.00156,-0.07872,1.03115,43.834,263.6,I,,,,,,,,,,,,,,,,
147880,2026/04/25,14:44:32.900,8.13484603,-2.59296268,32552.55175,1,14971,-26871,-21566,7.601,3.939,-13.247,0.01290,-0.08495,1.01446,43.842,277.6,I,,,,,,,,,,,,,,,,
147980,2026/04/25,14:44:33.000,8.13484507,-2.59296327,32552.58815,1,14470,-27349,-21379,6.110,3.676,-8.972,0.01892,-0.09618,1.01614,43.811,291.6,G,0.500,1,12,338.00,24.10,1.466,0.000, ,,'$GNGGA,144433.00,0808.09080,N,00235.57804,W,1,12,0.50,338.0,M,24.1,M,,*57','$GNRMC,144433.00,A,0808.09080,N,00235.57804,W,1.466,291.56,250426,,,A,V*1D',,,,,
148080,2026/04/25,14:44:33.100,8.13484417,-2.59296390,32552.51650,1,14208,-27639,-21200,5.272,2.473,-4.679,0.02775,-0.10115,1.01056,43.840,306.6,I,,,,,,,,,,,,,,,,
148180,2026/04/25,14:44:33.200,8.13484344,-2.59296470,32552.57365,1,14112,-27722,-21079,3.525,1.706,1.718,0.04405,-0.09825,1.00060,43.840,321.5,I,,,,,,,,,,,,,,,,
148280,2026/04/25,14:44:33.300,8.13484294,-2.59296570,32552.65760,1,14246,-27643,-20979,3.436,1.174,8.019,0.04472,-0.09358,0.98908,43.865,336.5,I,,,,,,,,,,,,,,,,
148380,2026/04/25,14:44:33.400,8.13484272,-2.59296682,32552.52275,1,14566,-27404,-20734,1.815,1.497,11.195,0.04183,-0.09203,0.97522,43.828,351.4,I,,,,,,,,,,,,,,,,
148480,2026/04/25,14:44:33.500,8.13484278,-2.59296799,32552.44595,1,15025,-27023,-20601,-0.328,-0.196,12.572,0.03800,-0.08965,0.97081,43.814,6.4,I,,,,,,,,,,,,,,,,
148580,2026/04/25,14:44:33.600,8.13484313,-2.59296912,32552.39050,1,15536,-26565,-20674,-2.002,-2.339,14.319,0.03751,-0.09229,0.97827,43.838,21.4,I,,,,,,,,,,,,,,,,
148680,2026/04/25,14:44:33.700,8.13484376,-2.59297015,32552.36335,1,16128,-26050,-20598,-2.678,-3.152,16.536,0.03818,-0.08578,0.97713,43.852,36.3,I,,,,,,,,,,,,,,,,
148780,2026/04/25,14:44:33.800,8.13484463,-2.59297100,32552.36295,1,16751,-25416,-20568,-4.552,-2.078,15.529,0.03302,-0.07816,0.97789,43.871,51.3,I,,,,,,,,,,,,,,,,
148880,2026/04/25,14:44:33.900,8.13484569,-2.59297164,32552.33335,1,17266,-24812,-20636,-6.563,-0.368,13.881,0.02763,-0.07881,0.98858,43.840,66.2,I,,,,,,,,,,,,,,,,
148980,2026/04/25,14:44:34.000,8.13484683,-2.59297195,32552.13940,1,17725,-24289,-20700,-7.217,-1.374,12.167,0.01703,-0.07695,0.96342,43.872,81.2,G,0.500,1,12,343.00,24.10,0.379,0.000, ,,'$GNGGA,144434.00,0808.09085,N,00235.57806,W,1,12,0.50,343.0,M,24.1,M,,*5B','$GNRMC,144434.00,A,0808.09085,N,00235.57806,W,0.379,81.22,250426,,,A,V*25',,,,,
149080,2026/04/25,14:44:34.100,8.13484698,-2.59297175,32551.97620,1,18102,-23826,-20818,-9.042,-1.407,9.277,0.01030,-0.06822,0.94419,43.861,84.0,I,,,,,,,,,,,,,,,,
149180,2026/04/25,14:44:34.200,8.13484710,-2.59297148,32551.92150,1,18378,-23473,-20995,-9.874,0.211,6.116,0.00622,-0.06011,0.90342,43.868,86.9,I,,,,,,,,,,,,,,,,
149280,2026/04/25,14:44:34.300,8.13484724,-2.59297122,32551.78370,1,18488,-23249,-21246,-9.204,0.657,2.481,0.00227,-0.04952,0.83039,43.872,89.8,I,,,,,,,,,,,,,,,,
149380,2026/04/25,14:44:34.400,8.13484737,-2.59297095,32551.61725,1,18483,-23153,-21544,-9.470,-0.271,-0.060,0.00593,-0.04041,0.76834,43.885,92.6,I,,,,,,,,,,,,,,,,
149480,2026/04/25,14:44:34.500,8.13484750,-2.59297066,32551.43690,1,18469,-23104,-21681,-9.010,-0.877,0.311,-0.00002,-0.02666,0.69049,43.881,95.5,I,,,,,,,,,,,,,,,,
149580,2026/04/25,14:44:34.600,8.13484763,-2.59297037,32551.39655,1,18473,-23019,-21959,-8.734,-1.295,-1.403,-0.00545,-0.01655,0.64809,43.823,98.3,I,,,,,,,,,,,,,,,,
149680,2026/04/25,14:44:34.700,8.13484776,-2.59297007,32551.26865,1,18423,-23025,-22131,-8.711,0.003,-3.039,-0.00284,-0.01140,0.63431,43.896,101.2,I,,,,,,,,,,,,,,,,
149780,2026/04/25,14:44:34.800,8.13484789,-2.59296975,32551.07860,1,18333,-23114,-22315,-6.225,1.456,-4.120,-0.00737,-0.00503,0.61387,43.889,104.0,I,,,,,,,,,,,,,,,,
149880,2026/04/25,14:44:34.900,8.13484800,-2.59296940,32551.01460,1,18174,-23241,-22508,-5.510,1.799,-4.605,-0.00627,-0.00264,0.58831,43.879,106.9,I,,,,,,,,,,,,,,,,
149980,2026/04/25,14:44:35.000,8.13484815,-2.59296912,32551.04815,1,17972,-23405,-22618,-4.161,0.208,-4.420,-0.01218,-0.00003,0.57422,43.870,109.7,G,0.500,1,12,346.70,24.10,0.545,0.000, ,,'$GNGGA,144435.00,0808.09080,N,00235.57790,W,1,12,0.50,346.7,M,24.1,M,,*5D','$GNRMC,144435.00,A,0808.09080,N,00235.57790,W,0.545,109.72,250426,,,A,V*1C',,,,,
150080,2026/04/25,14:44:35.100,8.13484692,-2.59296948,32551.05225,1,17772,-23594,-22690,-3.100,-0.669,-5.909,-0.01527,0.00679,0.55125,43.876,92.3,I,,,,,,,,,,,,,,,,
150180,2026/04/25,14:44:35.200,8.13484572,-2.59296953,32550.98425,1,17602,-23863,-22684,-2.753,-0.749,-7.375,-0.01004,0.00761,0.52790,43.866,75.0,I,,,,,,,,,,,,,,,,
150280,2026/04/25,14:44:35.300,8.13484460,-2.59296918,32550.95195,1,17342,-24149,-22632,-1.220,-2.000,-7.908,-0.01315,0.00624,0.57478,43.833,57.7,I,,,,,,,,,,,,,,,,
150380,2026/04/25,14:44:35.400,8.13484370,-2.59296848,32551.06315,1,17110,-24453,-22623,1.102,-1.787,-8.184,-0.01162,0.00956,0.65767,43.888,40.3,I,,,,,,,,,,,,,,,,
150480,2026/04/25,14:44:35.500,8.13484310,-2.59296753,32551.03880,1,16823,-24801,-22525,1.370,-0.890,-8.518,-0.00531,0.00639,0.72348,43.864,23.0,I,,,,,,,,,,,,,,,,
150580,2026/04/25,14:44:35.600,8.13484286,-2.59296643,32551.09240,1,16506,-25181,-22335,2.276,-0.165,-8.757,-0.00644,-0.00085,0.80471,43.873,5.6,I,,,,,,,,,,,,,,,,
150680,2026/04/25,14:44:35.700,8.13484301,-2.59296529,32551.19700,1,16211,-25571,-22177,3.828,0.458,-8.486,-0.00957,-0.00292,0.87206,43.895,348.2,I,,,,,,,,,,,,,,,,
150780,2026/04/25,14:44:35.800,8.13484355,-2.59296423,32551.26570,1,15838,-25956,-21955,5.112,1.543,-7.899,-0.00489,-0.01034,0.92635,43.890,330.9,I,,,,,,,,,,,,,,,,
150880,2026/04/25,14:44:35.900,8.13484444,-2.59296335,32551.41135,1,15497,-26314,-21744,6.438,1.534,-6.862,-0.00157,-0.01982,0.96599,43.890,313.6,I,,,,,,,,,,,,,,,,
