Counter,Date,Time,Latitude,Longitude,Mag, MagValid,CompassX, CompassY, CompassZ,GyroscopeX, GyroscopeY, GyroscopeZ,AccelerometerX, AccelerometerY, AccelerometerZ,ImuTemperature,Track,LocationSource,Hdop,FixQuality, SatellitesUsed, Altitude,HeightOverEllipsoid,SpeedOverGround,MagneticVariation,VariationDirection,ModeIndicator,GgaSentence,RmcSentence,EventCode,EventInfo,EventDataLength,EventData
120232,2026/04/25,09:39:59.300,8.13484366,-2.59298368,32575.15635,1,24246,-11815,-20435,-51.052,3.699,27.426,-0.01903,-0.05149,1.39587,35.805,106.9,I,,,,,,,,,,,,,,,,
120332,2026/04/25,09:39:59.400,8.13484329,-2.59298246,32572.60415,1,24459,-9978,-21178,-48.719,5.079,25.679,0.03538,0.01672,1.48514,35.756,106.9,I,,,,,,,,,,,,,,,,
120432,2026/04/25,09:39:59.500,8.13484292,-2.59298125,32570.11385,1,24525,-8395,-21794,-44.698,6.114,19.082,0.02180,0.08215,1.38899,35.748,106.8,I,,,,,,,,,,,,,,,,
120532,2026/04/25,09:39:59.600,8.13484256,-2.59298003,32568.23565,1,24514,-7022,-22350,-34.990,9.272,17.927,0.02643,0.10201,1.25002,35.811,106.8,I,,,,,,,,,,,,,,,,
120632,2026/04/25,09:39:59.700,8.13484219,-2.59297881,32566.97460,1,24413,-5855,-22936,-29.107,9.970,13.875,0.01818,0.14164,1.11617,35.752,106.8,I,,,,,,,,,,,,,,,,
120732,2026/04/25,09:39:59.800,8.13484182,-2.59297760,32566.31690,1,24350,-4965,-23469,-24.747,10.509,8.936,0.00276,0.14540,1.04356,35.779,106.8,I,,,,,,,,,,,,,,,,
120832,2026/04/25,09:39:59.900,8.13484140,-2.59297622,32566.16395,1,24190,-4357,-24002,-18.451,8.904,3.583,0.01959,0.14227,1.00611,35.811,106.7,I,,,,,,,,,,,,,,,,
120932,2026/04/25,09:40:00.000,8.13484113,-2.59297533,32566.24340,1,24071,-4093,-24359,-8.798,1.837,-1.450,0.01505,0.14099,0.92321,35.785,106.7,G,0.980,1,12,301.40,24.10,2.578,0.000, ,,'$GNGGA,094000.00,0808.09039,N,00235.57826,W,1,12,0.98,301.4,M,24.1,M,,*57','$GNRMC,094000.00,A,0808.09039,N,00235.57826,W,2.578,106.69,250426,,,A,V*1B',,,,,
121032,2026/04/25,09:40:00.100,8.13484256,-2.59297549,32566.42120,1,24052,-4248,-24196,3.153,-0.609,-3.116,-0.00350,0.13504,0.86511,35.805,124.6,I,,,,,,,,,,,,,,,,
121132,2026/04/25,09:40:00.200,8.13484390,-2.59297578,32566.56575,1,24065,-4599,-24059,11.252,-2.820,-5.282,0.00419,0.13308,0.89883,35.801,142.4,I,,,,,,,,,,,,,,,,
121232,2026/04/25,09:40:00.300,8.13484486,-2.59297566,32567.01090,1,24173,-5214,-23772,15.326,-9.457,-11.889,0.00946,0.13433,0.98589,35.752,160.3,I,,,,,,,,,,,,,,,,
121332,2026/04/25,09:40:00.400,8.13484543,-2.59297540,32567.56855,1,24315,-6230,-23229,18.829,-9.978,-16.856,0.00430,0.10741,1.06258,35.793,178.1,I,,,,,,,,,,,,,,,,
121432,2026/04/25,09:40:00.500,8.13484558,-2.59297513,32567.96885,1,24447,-7410,-22721,26.804,-7.694,-18.162,0.01799,0.06090,1.18818,35.783,196.0,I,,,,,,,,,,,,,,,,
121532,2026/04/25,09:40:00.600,8.13484533,-2.59297498,32568.64785,1,24440,-8743,-22141,34.558,-8.586,-20.692,0.01372,0.02622,1.23933,35.826,213.9,I,,,,,,,,,,,,,,,,
121632,2026/04/25,09:40:00.700,8.13484473,-2.59297505,32569.34770,1,24309,-10285,-21456,38.121,-4.076,-22.834,0.00480,-0.01120,1.25181,35.809,231.7,I,,,,,,,,,,,,,,,,
121732,2026/04/25,09:40:00.800,8.13484387,-2.59297546,32569.88120,1,24091,-11843,-20981,36.685,0.324,-22.704,0.01663,-0.05522,1.32193,35.787,249.6,I,,,,,,,,,,,,,,,,
121832,2026/04/25,09:40:00.900,8.13484288,-2.59297631,32570.50285,1,23761,-13259,-20490,39.374,2.446,-17.845,0.01229,-0.10189,1.32486,35.826,267.4,I,,,,,,,,,,,,,,,,
121932,2026/04/25,09:40:01.000,8.13484184,-2.59297743,32570.89590,1,23483,-14366,-19965,39.827,4.634,-11.253,0.01377,-0.14651,1.31265,35.818,285.3,G,0.980,1,12,304.30,24.10,4.683,0.000, ,,'$GNGGA,094001.00,0808.09058,N,00235.57890,W,1,12,0.98,304.3,M,24.1,M,,*5E','$GNRMC,094001.00,A,0808.09058,N,00235.57890,W,4.683,285.29,250426,,,A,V*1D',,,,,
122032,2026/04/25,09:40:01.100,8.13484098,-2.59297834,32571.28830,1,23279,-15175,-19623,32.514,4.637,-10.288,0.00934,-0.16066,1.21129,35.846,300.8,I,,,,,,,,,,,,,,,,
122132,2026/04/25,09:40:01.200,8.13484026,-2.59297937,32571.83370,1,23060,-15888,-19250,26.821,2.082,-8.506,0.00323,-0.16768,1.11202,35.863,316.4,I,,,,,,,,,,,,,,,,
122232,2026/04/25,09:40:01.300,8.13483978,-2.59298068,32572.23175,1,22989,-16359,-18726,21.470,-2.480,-3.103,0.02675,-0.19690,1.13924,35.787,331.9,I,,,,,,,,,,,,,,,,
122332,2026/04/25,09:40:01.400,8.13483957,-2.59298213,32572.63310,1,22967,-16500,-18103,16.376,-3.245,0.904,0.03904,-0.20486,1.03455,35.801,347.5,I,,,,,,,,,,,,,,,,
122432,2026/04/25,09:40:01.500,8.13483967,-2.59298365,32572.99015,1,23026,-16467,-17663,12.585,-1.439,4.488,0.03853,-0.19414,0.95230,35.803,3.0,I,,,,,,,,,,,,,,,,
122532,2026/04/25,09:40:01.600,8.13484009,-2.59298516,32573.13215,1,23142,-16217,-17529,3.569,-0.453,9.111,0.04069,-0.17588,0.90398,35.826,18.5,I,,,,,,,,,,,,,,,,
122632,2026/04/25,09:40:01.700,8.13484081,-2.59298656,32573.15760,1,23331,-15698,-17427,-2.656,-2.631,12.880,0.03437,-0.17509,0.87451,35.841,34.1,I,,,,,,,,,,,,,,,,
122732,2026/04/25,09:40:01.800,8.13484180,-2.59298779,32573.30100,1,23637,-15002,-17211,-6.952,-4.925,15.527,0.03554,-0.18194,0.90863,35.788,49.6,I,,,,,,,,,,,,,,,,
122832,2026/04/25,09:40:01.900,8.13484301,-2.59298887,32573.34585,1,23911,-14181,-17239,-14.523,-0.528,17.184,0.03222,-0.17707,0.96742,35.834,65.2,I,,,,,,,,,,,,,,,,
122932,2026/04/25,09:40:02.000,8.13484427,-2.59298936,32573.02365,1,24132,-13287,-17552,-20.681,2.676,18.006,0.01818,-0.16614,0.97962,35.856,80.7,G,0.980,1,12,307.60,24.10,0.712,0.000, ,,'$GNGGA,094002.00,0808.09070,N,00235.57911,W,1,12,0.98,307.6,M,24.1,M,,*59','$GNRMC,094002.00,A,0808.09070,N,00235.57911,W,0.712,80.69,250426,,,A,V*22',,,,,
123032,2026/04/25,09:40:02.100,8.13484428,-2.59298847,32572.81700,1,24403,-12296,-17809,-25.629,0.828,19.866,0.01110,-0.15839,1.00713,35.836,83.1,I,,,,,,,,,,,,,,,,
123132,2026/04/25,09:40:02.200,8.13484420,-2.59298727,32572.68090,1,24645,-11174,-18162,-28.785,1.355,19.223,0.00965,-0.13474,1.05458,35.836,85.6,I,,,,,,,,,,,,,,,,
123232,2026/04/25,09:40:02.300,8.13484415,-2.59298616,32572.29360,1,24822,-10140,-18502,-29.394,3.474,15.320,0.00149,-0.10798,1.11265,35.863,88.0,I,,,,,,,,,,,,,,,,
123332,2026/04/25,09:40:02.400,8.13484410,-2.59298505,32571.97010,1,24883,-9285,-18950,-32.284,4.142,12.159,0.00231,-0.07875,1.15866,35.850,90.4,I,,,,,,,,,,,,,,,,
123432,2026/04/25,09:40:02.500,8.13484405,-2.59298393,32571.68455,1,24931,-8441,-19436,-34.007,5.889,12.793,0.02240,-0.03372,1.14673,35.841,92.8,I,,,,,,,,,,,,,,,,
123532,2026/04/25,09:40:02.600,8.13484400,-2.59298280,32571.38265,1,24971,-7522,-20025,-34.757,8.920,12.929,0.01129,-0.01108,1.16552,35.808,95.3,I,,,,,,,,,,,,,,,,
123632,2026/04/25,09:40:02.700,8.13484395,-2.59298166,32571.02150,1,24900,-6675,-20626,-33.241,9.479,11.382,0.00849,0.00753,1.17347,35.840,97.7,I,,,,,,,,,,,,,,,,
123732,2026/04/25,09:40:02.800,8.13484390,-2.59298051,32570.74765,1,24826,-5822,-21172,-29.581,8.887,11.055,0.01529,0.03577,1.14024,35.853,100.1,I,,,,,,,,,,,,,,,,
123832,2026/04/25,09:40:02.900,8.13484383,-2.59297925,32570.53825,1,24740,-5038,-21639,-23.001,7.555,9.288,0.00872,0.05363,1.07357,35.860,102.6,I,,,,,,,,,,,,,,,,
123932,2026/04/25,09:40:03.000,8.13484381,-2.59297831,32570.25220,1,24654,-4476,-21989,-16.532,6.005,5.628,0.00974,0.07315,1.02201,35.852,105.0,G,0.970,1,12,311.40,24.10,3.079,0.000, ,,'$GNGGA,094003.00,0808.09056,N,00235.57844,W,1,12,0.97,311.4,M,24.1,M,,*57','$GNRMC,094003.00,A,0808.09056,N,00235.57844,W,3.079,105.00,250426,,,A,V*1C',,,,,
124032,2026/04/25,09:40:03.100,8.13484497,-2.59297800,32570.03160,1,24647,-4168,-22308,-11.190,5.690,1.430,0.00649,0.08169,0.97929,35.877,122.3,I,,,,,,,,,,,,,,,,
124132,2026/04/25,09:40:03.200,8.13484597,-2.59297768,32569.82860,1,24569,-4152,-22472,-7.122,3.552,-2.607,0.00391,0.08025,0.95255,35.876,139.6,I,,,,,,,,,,,,,,,,
124232,2026/04/25,09:40:03.300,8.13484666,-2.59297700,32569.73240,1,24518,-4336,-22500,0.421,-0.309,-5.338,0.00592,0.08057,0.94227,35.875,156.9,I,,,,,,,,,,,,,,,,
124332,2026/04/25,09:40:03.400,8.13484698,-2.59297616,32569.72215,1,24556,-4719,-22377,5.962,-3.135,-7.226,-0.00557,0.08305,0.94928,35.880,174.2,I,,,,,,,,,,,,,,,,
124432,2026/04/25,09:40:03.500,8.13484691,-2.59297529,32569.75315,1,24614,-5248,-22245,11.594,-4.433,-9.863,0.00747,0.07049,0.98672,35.869,191.6,I,,,,,,,,,,,,,,,,
124532,2026/04/25,09:40:03.600,8.13484646,-2.59297450,32569.86515,1,24718,-6015,-22000,15.427,-4.543,-13.768,0.02213,0.05220,1.01288,35.848,208.9,I,,,,,,,,,,,,,,,,
124632,2026/04/25,09:40:03.700,8.13484567,-2.59297389,32570.01170,1,24669,-7039,-21534,18.564,-6.548,-15.866,0.01637,0.03006,1.02968,35.857,226.2,I,,,,,,,,,,,,,,,,
124732,2026/04/25,09:40:03.800,8.13484460,-2.59297357,32570.16705,1,24656,-8061,-21200,22.724,-6.015,-15.809,0.03596,0.00691,1.00287,35.869,243.5,I,,,,,,,,,,,,,,,,
124832,2026/04/25,09:40:03.900,8.13484335,-2.59297360,32570.19775,1,24646,-9112,-20929,25.499,-0.842,-16.432,0.04670,-0.01577,1.06224,35.891,260.8,I,,,,,,,,,,,,,,,,
124932,2026/04/25,09:40:04.000,8.13484206,-2.59297403,32570.30305,1,24526,-10290,-20625,26.468,1.960,-17.658,0.03520,-0.04579,1.12453,35.898,278.1,G,0.970,1,12,314.80,24.10,2.610,0.000, ,,'$GNGGA,094004.00,0808.09056,N,00235.57870,W,1,12,0.97,314.8,M,24.1,M,,*5E','$GNRMC,094004.00,A,0808.09056,N,00235.57870,W,2.610,278.06,250426,,,A,V*1B',,,,,
125032,2026/04/25,09:40:04.100,8.13484202,-2.59297456,32570.39360,1,24306,-11501,-20480,25.727,0.947,-21.048,0.03082,-0.08158,1.11492,35.922,280.2,I,,,,,,,,,,,,,,,,
125132,2026/04/25,09:40:04.200,8.13484201,-2.59297512,32570.57745,1,24005,-12824,-20179,24.535,-0.552,-22.860,0.03789,-0.10858,1.10492,35.879,282.3,I,,,,,,,,,,,,,,,,
125232,2026/04/25,09:40:04.300,8.13484198,-2.59297567,32570.67380,1,23637,-14116,-19866,22.024,1.834,-19.926,0.04252,-0.14208,1.12244,35.910,284.5,I,,,,,,,,,,,,,,,,
125332,2026/04/25,09:40:04.400,8.13484196,-2.59297623,32570.69495,1,23334,-15139,-19677,19.119,5.202,-14.373,0.04246,-0.16279,1.06187,35.918,286.6,I,,,,,,,,,,,,,,,,
125432,2026/04/25,09:40:04.500,8.13484194,-2.59297680,32570.68865,1,23084,-15909,-19418,16.002,4.356,-9.760,0.02564,-0.16676,1.00392,35.883,288.7,I,,,,,,,,,,,,,,,,
125532,2026/04/25,09:40:04.600,8.13484192,-2.59297737,32570.79515,1,22925,-16421,-19241,12.392,1.188,-6.003,0.01820,-0.17212,0.96848,35.887,290.8,I,,,,,,,,,,,,,,,,
125632,2026/04/25,09:40:04.700,8.13484191,-2.59297795,32570.85435,1,22810,-16686,-19081,7.756,-0.185,-2.191,0.02689,-0.16871,0.92862,35.920,292.9,I,,,,,,,,,,,,,,,,
125732,2026/04/25,09:40:04.800,8.13484189,-2.59297853,32570.82535,1,22758,-16734,-18867,1.523,-1.248,2.205,0.02959,-0.15743,0.88445,35.930,295.1,I,,,,,,,,,,,,,,,,
125832,2026/04/25,09:40:04.900,8.13484190,-2.59297921,32570.88045,1,22877,-16543,-18815,-3.292,-3.463,6.005,0.02939,-0.15194,0.83224,35.881,297.2,I,,,,,,,,,,,,,,,,
125932,2026/04/25,09:40:05.000,8.13484186,-2.59297962,32570.99265,1,23024,-16178,-18745,-6.252,-2.512,8.959,0.03381,-0.15675,0.86736,35.900,299.3,G,0.970,1,12,318.20,24.10,0.506,0.000, ,,'$GNGGA,094005.00,0808.09064,N,00235.57901,W,1,12,0.97,318.2,M,24.1,M,,*5F','$GNRMC,094005.00,A,0808.09064,N,00235.57901,W,0.506,299.28,250426,,,A,V*19',,,,,
126032,2026/04/25,09:40:05.100,8.13484081,-2.59297976,32570.91185,1,23222,-15699,-18697,-11.170,-1.704,10.801,0.03345,-0.16015,0.95356,35.922,315.4,I,,,,,,,,,,,,,,,,
126132,2026/04/25,09:40:05.200,8.13483996,-2.59297986,32570.95430,1,23428,-15081,-18720,-13.850,-3.339,13.149,0.03050,-0.15888,1.04761,35.906,331.5,I,,,,,,,,,,,,,,,,
126232,2026/04/25,09:40:05.300,8.13483942,-2.59298022,32570.78720,1,23716,-14279,-18848,-15.760,-3.104,16.006,0.04045,-0.14305,1.12090,35.871,347.6,I,,,,,,,,,,,,,,,,
126332,2026/04/25,09:40:05.400,8.13483921,-2.59298066,32570.59430,1,24017,-13333,-19016,-19.798,-1.023,17.144,0.04738,-0.10551,1.15764,35.885,3.7,I,,,,,,,,,,,,,,,,
126432,2026/04/25,09:40:05.500,8.13483934,-2.59298107,32570.56455,1,24261,-12396,-19148,-24.455,1.013,17.231,0.03340,-0.06962,1.12680,35.898,19.9,I,,,,,,,,,,,,,,,,
126532,2026/04/25,09:40:05.600,8.13483979,-2.59298136,32570.23725,1,24414,-11408,-19516,-26.618,3.860,16.604,0.02566,-0.05498,1.16525,35.926,36.0,I,,,,,,,,,,,,,,,,
126632,2026/04/25,09:40:05.700,8.13484052,-2.59298145,32569.84880,1,24494,-10443,-20152,-26.189,5.437,12.591,0.00978,-0.04039,1.20478,35.893,52.1,I,,,,,,,,,,,,,,,,
126732,2026/04/25,09:40:05.800,8.13484146,-2.59298127,32569.57080,1,24602,-9722,-20576,-25.340,1.943,7.644,-0.00025,-0.01609,1.16245,35.861,68.2,I,,,,,,,,,,,,,,,,
126832,2026/04/25,09:40:05.900,8.13484251,-2.59298071,32569.45150,1,24624,-9195,-20716,-23.951,-0.096,7.314,0.01612,0.01073,1.13311,35.898,84.3,I,,,,,,,,,,,,,,,,
126932,2026/04/25,09:40:06.000,8.13484363,-2.59298002,32569.31395,1,24672,-8616,-20926,-19.429,2.533,9.555,0.03401,0.03207,1.10720,35.912,100.4,G,0.970,1,12,322.00,24.10,2.578,0.000, ,,'$GNGGA,094006.00,0808.09057,N,00235.57854,W,1,12,0.97,322.0,M,24.1,M,,*56','$GNRMC,094006.00,A,0808.09057,N,00235.57854,W,2.578,100.44,250426,,,A,V*19',,,,,
127032,2026/04/25,09:40:06.100,8.13484234,-2.59298015,32569.14875,1,24722,-7936,-21146,-14.185,5.374,11.224,0.02688,0.05333,1.07947,35.969,82.7,I,,,,,,,,,,,,,,,,
127132,2026/04/25,09:40:06.200,8.13484114,-2.59298008,32568.89975,1,24694,-7277,-21445,-10.887,5.134,10.138,0.02264,0.06453,1.02930,35.934,65.1,I,,,,,,,,,,,,,,,,
127232,2026/04/25,09:40:06.300,8.13484010,-2.59297957,32568.74185,1,24671,-6804,-21597,-7.786,1.526,6.757,0.02114,0.07031,0.99108,35.916,47.4,I,,,,,,,,,,,,,,,,
127332,2026/04/25,09:40:06.400,8.13483934,-2.59297876,32568.80035,1,24704,-6468,-21572,-3.794,-3.107,4.832,0.01538,0.06690,0.95346,35.940,29.8,I,,,,,,,,,,,,,,,,
127432,2026/04/25,09:40:06.500,8.13483893,-2.59297775,32568.89070,1,24775,-6253,-21385,2.244,-4.703,3.831,0.02162,0.05628,0.90428,35.929,12.1,I,,,,,,,,,,,,,,,,
127532,2026/04/25,09:40:06.600,8.13483892,-2.59297665,32568.82765,1,24812,-6202,-21177,8.095,-3.642,0.725,0.02030,0.05230,0.93243,35.954,354.4,I,,,,,,,,,,,,,,,,
127632,2026/04/25,09:40:06.700,8.13483932,-2.59297559,32568.95420,1,24864,-6350,-21038,10.483,-2.259,-2.757,0.00904,0.04370,0.94991,35.922,336.8,I,,,,,,,,,,,,,,,,
127732,2026/04/25,09:40:06.800,8.13484009,-2.59297469,32568.99920,1,24888,-6711,-20792,14.006,-2.967,-5.233,0.00830,0.02975,0.98088,35.953,319.1,I,,,,,,,,,,,,,,,,
127832,2026/04/25,09:40:06.900,8.13484117,-2.59297404,32569.00295,1,24900,-7197,-20557,15.899,-2.402,-8.065,-0.01280,0.01263,1.08435,35.953,301.5,I,,,,,,,,,,,,,,,,
127932,2026/04/25,09:40:07.000,8.13484246,-2.59297380,32568.96710,1,24879,-7890,-20327,18.718,-1.970,-10.555,-0.02746,-0.01410,1.13998,35.958,283.8,G,0.970,1,12,325.70,24.10,1.802,0.000, ,,'$GNGGA,094007.00,0808.09061,N,00235.57868,W,1,12,0.97,325.7,M,24.1,M,,*5D','$GNRMC,094007.00,A,0808.09061,N,00235.57868,W,1.802,283.76,250426,,,A,V*18',,,,,
128032,2026/04/25,09:40:07.100,8.13484261,-2.59297432,32569.00510,1,24776,-8699,-20220,20.616,-1.455,-14.221,-0.00609,-0.05036,1.12457,35.944,282.6,I,,,,,,,,,,,,,,,,
128132,2026/04/25,09:40:07.200,8.13484277,-2.59297491,32569.18395,1,24689,-9705,-19924,22.762,-2.787,-17.678,-0.00763,-0.08175,1.11064,36.000,281.5,I,,,,,,,,,,,,,,,,
128232,2026/04/25,09:40:07.300,8.13484292,-2.59297547,32569.40380,1,24537,-10870,-19324,22.820,-6.877,-20.018,0.01652,-0.08992,1.09816,35.972,280.3,I,,,,,,,,,,,,,,,,
128332,2026/04/25,09:40:07.400,8.13484307,-2.59297604,32569.69265,1,24327,-12053,-18769,19.206,-3.787,-21.056,0.06868,-0.09165,1.06696,35.976,279.2,I,,,,,,,,,,,,,,,,
128432,2026/04/25,09:40:07.500,8.13484323,-2.59297661,32569.85950,1,24056,-13215,-18509,15.023,0.917,-19.250,0.07181,-0.10456,1.03370,35.967,278.0,I,,,,,,,,,,,,,,,,
128532,2026/04/25,09:40:07.600,8.13484338,-2.59297718,32569.85605,1,23792,-14184,-18497,11.346,3.828,-16.352,0.06706,-0.12484,1.01787,35.972,276.8,I,,,,,,,,,,,,,,,,
128632,2026/04/25,09:40:07.700,8.13484354,-2.59297775,32569.65220,1,23540,-15018,-18585,8.885,6.671,-13.407,0.06227,-0.13450,1.00005,35.980,275.7,I,,,,,,,,,,,,,,,,
128732,2026/04/25,09:40:07.800,8.13484369,-2.59297833,32569.50475,1,23250,-15626,-18780,5.774,6.234,-9.227,0.04813,-0.12916,0.98577,35.970,274.5,I,,,,,,,,,,,,,,,,
128832,2026/04/25,09:40:07.900,8.13484386,-2.59297899,32569.48625,1,23075,-15997,-18739,3.538,2.907,-5.241,0.04575,-0.12425,0.97411,35.946,273.4,I,,,,,,,,,,,,,,,,
128932,2026/04/25,09:40:08.000,8.13484399,-2.59297940,32569.28840,1,22999,-16232,-18778,-3.481,-0.028,-3.116,0.04829,-0.12063,0.95528,35.993,272.2,G,0.970,1,12,329.70,24.10,1.017,0.000, ,,'$GNGGA,094008.00,0808.09065,N,00235.57903,W,1,12,0.97,329.7,M,24.1,M,,*56','$GNRMC,094008.00,A,0808.09065,N,00235.57903,W,1.017,272.17,250426,,,A,V*1A',,,,,
129032,2026/04/25,09:40:08.100,8.13484523,-2.59297910,32569.13725,1,22978,-16321,-18865,-8.912,-3.193,-0.076,0.04619,-0.12302,0.94846,35.971,254.7,I,,,,,,,,,,,,,,,,
129132,2026/04/25,09:40:08.200,8.13484634,-2.59297894,32569.19675,1,22998,-16167,-18705,-9.074,-5.389,5.195,0.05875,-0.12973,0.94221,35.986,237.3,I,,,,,,,,,,,,,,,,
129232,2026/04/25,09:40:08.300,8.13484724,-2.59297919,32569.29980,1,23144,-15778,-18665,-10.259,-3.597,9.677,0.07347,-0.12507,0.96774,35.948,219.8,I,,,,,,,,,,,,,,,,
129332,2026/04/25,09:40:08.400,8.13484784,-2.59297971,32569.22605,1,23408,-15181,-18742,-12.707,-1.658,13.442,0.07129,-0.10705,0.98793,35.937,202.4,I,,,,,,,,,,,,,,,,
129432,2026/04/25,09:40:08.500,8.13484807,-2.59298037,32569.09720,1,23690,-14385,-18937,-15.626,-1.174,16.138,0.06412,-0.09339,1.01628,35.969,184.9,I,,,,,,,,,,,,,,,,
129532,2026/04/25,09:40:08.600,8.13484790,-2.59298108,32569.08310,1,23905,-13532,-19134,-17.224,0.040,16.688,0.06228,-0.07504,1.03180,36.020,167.4,I,,,,,,,,,,,,,,,,
129632,2026/04/25,09:40:08.700,8.13484734,-2.59298169,32568.79405,1,24165,-12599,-19368,-20.525,1.867,17.570,0.04510,-0.05634,1.04938,35.965,150.0,I,,,,,,,,,,,,,,,,
129732,2026/04/25,09:40:08.800,8.13484643,-2.59298210,32568.63870,1,24446,-11532,-19655,-20.336,2.908,19.187,0.02854,-0.04631,1.07834,35.969,132.5,I,,,,,,,,,,,,,,,,
129832,2026/04/25,09:40:08.900,8.13484525,-2.59298218,32568.40810,1,24621,-10433,-20017,-20.299,4.514,17.747,0.02308,-0.02948,1.10295,35.967,115.1,I,,,,,,,,,,,,,,,,
129932,2026/04/25,09:40:09.000,8.13484391,-2.59298202,32567.97200,1,24684,-9467,-20420,-20.367,3.393,14.171,0.01303,-0.00185,1.09343,36.020,97.6,G,0.680,1,12,333.70,24.10,2.177,0.000, ,,'$GNGGA,094009.00,0808.09060,N,00235.57866,W,1,12,0.68,333.7,M,24.1,M,,*5B','$GNRMC,094009.00,A,0808.09060,N,00235.57866,W,2.177,97.59,250426,,,A,V*2B',,,,,
130032,2026/04/25,09:40:09.100,8.13484519,-2.59298150,32567.84415,1,24712,-8679,-20654,-18.778,2.097,12.340,0.00947,0.01158,1.08496,35.994,115.5,I,,,,,,,,,,,,,,,,
130132,2026/04/25,09:40:09.200,8.13484630,-2.59298073,32567.80420,1,24783,-7956,-20794,-14.040,1.311,11.272,0.01630,0.02235,1.06898,35.973,133.3,I,,,,,,,,,,,,,,,,
130232,2026/04/25,09:40:09.300,8.13484713,-2.59297961,32567.62030,1,24857,-7301,-20828,-11.331,0.802,10.069,0.01849,0.04204,1.04912,35.959,151.2,I,,,,,,,,,,,,,,,,
130332,2026/04/25,09:40:09.400,8.13484758,-2.59297830,32567.49325,1,24882,-6788,-20903,-8.126,0.600,8.357,0.01955,0.05035,1.02856,35.986,169.0,I,,,,,,,,,,,,,,,,
130432,2026/04/25,09:40:09.500,8.13484763,-2.59297690,32567.54990,1,24847,-6409,-20882,-4.102,0.404,5.844,0.02291,0.05136,1.00026,35.977,186.9,I,,,,,,,,,,,,,,,,
130532,2026/04/25,09:40:09.600,8.13484726,-2.59297555,32567.57400,1,24865,-6196,-20900,-0.749,1.286,2.470,0.00768,0.04875,0.97732,36.012,204.7,I,,,,,,,,,,,,,,,,
130632,2026/04/25,09:40:09.700,8.13484652,-2.59297438,32567.37515,1,24878,-6174,-20945,2.569,-0.487,-0.067,-0.01453,0.03604,0.97883,36.039,222.6,I,,,,,,,,,,,,,,,,
130732,2026/04/25,09:40:09.800,8.13484547,-2.59297349,32567.48125,1,24926,-6286,-20803,7.207,-4.361,-2.717,-0.00750,0.02183,1.01001,35.990,240.4,I,,,,,,,,,,,,,,,,
130832,2026/04/25,09:40:09.900,8.13484421,-2.59297293,32567.63315,1,24972,-6631,-20534,11.621,-5.434,-6.910,0.00437,0.00623,1.01923,36.049,258.2,I,,,,,,,,,,,,,,,,
130932,2026/04/25,09:40:10.000,8.13484286,-2.59297288,32567.63585,1,24948,-7221,-20256,13.273,-3.697,-11.516,0.00799,-0.01645,1.04100,36.023,276.1,G,0.680,1,12,337.70,24.10,0.951,0.000, ,,'$GNGGA,094010.00,0808.09060,N,00235.57863,W,1,12,0.68,337.7,M,24.1,M,,*52','$GNRMC,094010.00,A,0808.09060,N,00235.57863,W,0.951,276.14,250426,,,A,V*1C',,,,,
131032,2026/04/25,09:40:10.100,8.13484293,-2.59297324,32567.80095,1,24875,-8070,-19955,15.687,-1.661,-16.155,0.01723,-0.03892,1.04761,36.020,275.0,I,,,,,,,,,,,,,,,,
131132,2026/04/25,09:40:10.200,8.13484300,-2.59297370,32567.84295,1,24784,-9130,-19768,17.493,-0.622,-19.274,0.01991,-0.05315,1.04370,36.033,273.9,I,,,,,,,,,,,,,,,,
131232,2026/04/25,09:40:10.300,8.13484306,-2.59297413,32567.85215,1,24632,-10326,-19595,16.886,-0.599,-21.477,0.02822,-0.06618,1.05368,36.016,272.8,I,,,,,,,,,,,,,,,,
131332,2026/04/25,09:40:10.400,8.13484313,-2.59297456,32567.82430,1,24351,-11597,-19391,15.754,2.352,-23.281,0.04094,-0.08150,1.05905,36.043,271.7,I,,,,,,,,,,,,,,,,
131432,2026/04/25,09:40:10.500,8.13484320,-2.59297499,32567.76050,1,24037,-12942,-19414,14.165,5.290,-24.522,0.03873,-0.10068,1.05807,36.014,270.6,I,,,,,,,,,,,,,,,,
131532,2026/04/25,09:40:10.600,8.13484326,-2.59297542,32567.69630,1,23702,-14291,-19416,12.020,3.471,-23.442,0.03611,-0.11589,1.05830,36.035,269.6,I,,,,,,,,,,,,,,,,
131632,2026/04/25,09:40:10.700,8.13484333,-2.59297585,32567.67370,1,23290,-15428,-19519,9.987,2.501,-20.230,0.04140,-0.12227,1.02951,35.986,268.5,I,,,,,,,,,,,,,,,,
131732,2026/04/25,09:40:10.800,8.13484340,-2.59297629,32567.64205,1,22834,-16394,-19463,5.882,2.929,-15.660,0.04903,-0.12600,1.00551,36.043,267.4,I,,,,,,,,,,,,,,,,
131832,2026/04/25,09:40:10.900,8.13484346,-2.59297679,32567.55620,1,22464,-17077,-19498,2.536,1.803,-10.940,0.05622,-0.13158,1.00737,36.018,266.3,I,,,,,,,,,,,,,,,,
