timestamp,x,y,magnetic_field,source,line_id,dist_m,dt_s,velocity,base_magnetic_field
1777113278.0,-2.59745661,8.14567621,32574.4823,airborne,A (16),0.7511153470520865,0.0999999046325683,7.511160633721848,32576.43
1777113278.1,-2.59744775,8.14567242,32574.3819,airborne,A (16),1.0624076114980812,0.0999999046325683,10.624086246899,32576.447999982833
1777113278.2,-2.59743822,8.14566806,32574.31455,airborne,A (16),1.1556099115047027,0.1000001430511474,11.55608258393829,32576.466000008582
1777113278.3,-2.59742891,8.14566388,32574.30555,airborne,A (16),1.1252595812033652,0.0999999046325683,11.252606543355505,32576.48399999142
1777113278.4,-2.5974196,8.14565971,32574.1787,airborne,A (16),1.1248007500009718,0.1000001430511474,11.24799140962894,32576.502000017168
1777113278.5,-2.59741029,8.14565553,32574.29705,airborne,A (16),1.1252596006711426,0.0999999046325683,11.252606738033466,32576.52
1777113278.6,-2.59740097,8.14565135,32574.5124,airborne,A (16),1.1262621442678191,0.0999999046325683,11.26263218356124,32576.6019999218
1777113278.7,-2.59739166,8.14564718,32574.72105,airborne,A (16),1.1248007791863197,0.1000001430511474,11.247991701482002,32576.684000039102
1777113278.8,-2.59738234,8.145643,32574.85145,airborne,A (16),1.1262621637600438,0.0999999046325683,11.262632378483673,32576.7659999609
1777113278.9,-2.5973728,8.14563888,32575.081,airborne,A (16),1.1456793263386849,0.1000001430511474,11.456776874336068,32576.8480000782
1777113279.0,-2.59736393,8.14563458,32575.37565,airborne,A (16),1.087139460932241,0.0999999046325683,10.871404977102117,32576.93
1777113279.1,-2.59735725,8.1456297,32575.74765,airborne,A (16),0.913836698377958,0.0999999046325683,9.138375698813778,32576.89200003624
1777113279.2,-2.59735123,8.14562464,32576.2256,airborne,A (16),0.8692886254425529,0.1000001430511474,8.692873819169783,32576.853999981882
1777113279.3,-2.59734499,8.14561963,32576.5826,airborne,A (16),0.8843736786888134,0.0999999046325683,8.843745220940813,32576.81600001812
1777113279.4,-2.59733875,8.14561462,32576.8888,airborne,A (16),0.8843736854087783,0.1000001430511474,8.843724203038832,32576.77799996376
1777113279.5,-2.59733249,8.14560961,32577.0467,airborne,A (16),0.8860845610507205,0.0999999046325683,8.860854060876145,32576.74
1777113279.6,-2.59732623,8.14560459,32577.0721,airborne,A (16),0.8867840782460901,0.0999999046325683,8.867849239500963,32576.736000003817
1777113279.7,-2.59731997,8.14559956,32577.01445,airborne,A (16),0.8874844372799415,0.1000001430511474,8.874831677250866,32576.731999998094
1777113279.8,-2.5973137,8.14559454,32576.96045,airborne,A (16),0.887639663139706,0.0999999046325683,8.876405096596622,32576.72800000191
1777113279.9,-2.59730722,8.14558944,32576.87665,airborne,A (16),0.9112382549385182,0.1000001430511474,9.11236951403603,32576.723999996186
1777113280.0,-2.59730137,8.14558453,32576.67925,airborne,A (16),0.844229185725497,0.0999999046325683,8.442299908459564,32576.72
1777113280.1,-2.59729777,8.14558014,32576.62685,airborne,A (16),0.6287374401458977,0.0999999046325683,6.28738039757218,32576.783999938965
1777113280.2,-2.5972948,8.14557593,32576.65295,airborne,A (16),0.5709825840089158,0.1000001430511474,5.70981767212946,32576.848000030517
1777113280.3,-2.59729163,8.14557167,32576.6191,airborne,A (16),0.5883332028865657,0.0999999046325683,5.883337639653658,32576.911999969485
