???-r^s???q??????mr^s???q???

/Gem Systems GSM-19W 9088378 v7.0 23 VI 2022 M ew3ft~v7o 
/ID 1 file 63      .b   25 IV 26
/datum  32000.00
/ 008.1350146  -002.5929778 
/UTC
/30P
/00D809A6 8919
/GPS version 2018/Aug/24
/50Hz AC filter
/12.9V
/tune initialize N auto-tune N 032.7uT
/028800bps
/time nT sq 
135928.0  32561.14 98 
135928.5  32561.46 99 
135929.0  32561.06 99 
135929.5  32561.69 99 
135930.0  32561.25 99 
135930.5  32561.41 99 
135931.0  32561.25 99 
135931.5  32561.37 99 
135932.0  32561.11 99 
135932.5  32561.49 99 
135933.0  32560.44 99 
135933.5  32561.20 99 
135934.0  32560.74 99 
135934.5  32561.05 99 
135935.0  32561.24 99 
135935.5  32560.89 99 
135936.0  32561.20 99 
135936.5  32560.80 99 
135937.0  32561.43 99 
135937.5  32561.14 99 
135938.0  32561.18 99 
135938.5  32561.26 99 
135939.0  32560.90 99 
135939.5  32561.48 99 
135940.0  32560.96 99 
135940.5  32560.86 99 
135941.0  32561.16 99 
135941.5  32561.19 99 
135942.0  32561.07 99 
135942.5  32560.88 99 
135943.0  32561.29 99 
135943.5  32561.47 99 
135944.0  32561.15 99 
135944.5  32560.83 99 
135945.0  32560.86 99 
135945.5  32561.03 99 
135946.0  32561.19 99 
135946.5  32561.15 99 
135947.0  32561.23 99 
135947.5  32560.79 99 
135948.0  32561.62 99 
135948.5  32561.34 99 
135949.0  32561.53 99 
135949.5  32561.42 99 
135950.0  32561.39 99 
135950.5  32561.49 99 
135951.0  32561.40 99 
135951.5  32561.44 99 
135952.0  32560.98 99 
135952.5  32561.61 99 
135953.0  32561.16 99 
135953.5  32561.34 99 
135954.0  32561.08 99 
135954.5  32560.76 99 
135955.0  32561.47 99 
135955.5  32560.65 99 
135956.0  32561.10 99 
135956.5  32561.21 99 
135957.0  32561.01 99 
135957.5  32561.35 99 
135958.0  32561.14 99 
135958.5  32561.70 99 
135959.0  32561.22 99 
135959.5  32561.11 99 
140000.0  32560.81 99 
140000.5  32560.77 99 
140001.0  32561.22 99 
140001.5  32560.92 99 
140002.0  32560.76 99 
140002.5  32560.89 99 
140003.0  32561.08 99 
140003.5  32561.00 99 
140004.0  32560.81 99 
140004.5  32560.93 99 
140005.0  32561.28 99 
140005.5  32561.77 99 
140006.0  32561.12 99 
140006.5  32561.25 99 
140007.0  32561.10 99 
140007.5  32560.93 99 
140008.0  32560.59 99 
140008.5  32561.40 99 
140009.0  32561.46 99 
140009.5  32561.17 99 
140010.0  32561.11 99 
140010.5  32560.89 99 
140011.0  32561.09 99 
140011.5  32560.70 99 
140012.0  32561.06 99 
140012.5  32561.52 99 
140013.0  32561.04 99 
140013.5  32561.57 99 
140014.0  32561.44 99 
140014.5  32561.20 99 
140015.0  32561.32 99 
140015.5  32561.31 99 
140016.0  32561.36 99 
140016.5  32561.27 99 
140017.0  32561.36 99 
140017.5  32561.08 99 
140018.0  32561.16 99 
140018.5  32560.89 99 
140019.0  32561.21 99 
140019.5  32561.27 99 
140020.0  32561.39 99 
140020.5  32561.43 99 
140021.0  32561.05 99 
140021.5  32561.18 99 
140022.0  32561.30 99 
140022.5  32561.01 99 
140023.0  32561.41 99 
140023.5  32561.41 99 
140024.0  32561.05 98 
140024.5  32561.36 99 
140025.0  32561.59 99 
140025.5  32561.21 99 
140026.0  32561.17 99 
140026.5  32561.19 99 
140027.0  32561.35 99 
140027.5  32561.39 99 
140028.0  32561.39 99 
140028.5  32560.32 99 
140029.0  32561.52 99 
140029.5  32561.40 99 
140030.0  32561.11 99 
140030.5  32560.98 99 
140031.0  32561.33 99 
140031.5  32561.61 99 
140032.0  32561.30 99 
140032.5  32561.35 99 
140033.0  32561.30 99 
140033.5  32561.68 99 
140034.0  32560.97 99 
140034.5  32561.28 99 
140035.0  32561.50 99 
140035.5  32561.15 99 
140036.0  32561.02 99 
140036.5  32561.65 99 
140037.0  32560.98 99 
140037.5  32561.53 99 
140038.0  32561.13 99 
140038.5  32561.34 99 
140039.0  32561.52 99 
140039.5  32560.66 99 
140040.0  32560.84 99 
140040.5  32560.81 99 
140041.0  32560.99 99 
140041.5  32561.12 99 
140042.0  32561.42 99 
140042.5  32561.30 99 
140043.0  32562.18 99 
140043.5  32561.01 99 
140044.0  32561.44 99 
140044.5  32561.21 99 
140045.0  32560.62 99 
140045.5  32561.21 99 
140046.0  32561.44 99 
140046.5  32561.16 99 
140047.0  32561.05 99 
140047.5  32561.18 99 
140048.0  32561.02 99 
140048.5  32561.34 99 
140049.0  32561.48 99 
140049.5  32561.01 99 
140050.0  32561.23 99 
140050.5  32561.66 99 
140051.0  32561.18 99 
140051.5  32561.24 99 
140052.0  32561.48 99 
140052.5  32560.96 99 
140053.0  32561.71 99 
140053.5  32560.93 99 
140054.0  32561.38 99 
140054.5  32560.73 99 
140055.0  32561.43 99 
140055.5  32561.33 99 
140056.0  32560.97 99 
140056.5  32561.40 99 
140057.0  32560.97 99 
140057.5  32561.63 99 
140058.0  32560.97 99 
140058.5  32561.52 99 
140059.0  32561.19 99 
140059.5  32561.79 99 
140100.0  32560.96 99 
140100.5  32560.94 99 
140101.0  32561.46 99 
140101.5  32561.56 99 
140102.0  32560.84 99 
140102.5  32561.62 99 
140103.0  32561.10 99 
140103.5  32561.64 99 
140104.0  32560.82 99 
140104.5  32560.88 99 
140105.0  32561.05 99 
140105.5  32561.34 99 
140106.0  32560.90 99 
140106.5  32561.59 99 
140107.0  32560.99 99 
140107.5  32561.37 99 
140108.0  32561.70 99 
140108.5  32561.32 99 
140109.0  32561.25 99 
140109.5  32561.55 99 
140110.0  32560.85 99 
140110.5  32561.34 99 
140111.0  32561.46 99 
140111.5  32560.95 99 
140112.0  32561.26 99 
140112.5  32561.54 99 
140113.0  32561.72 99 
140113.5  32561.36 99 
140114.0  32561.43 99 
140114.5  32561.22 99 
140115.0  32561.10 99 
140115.5  32561.30 99 
140116.0  32561.45 99 
140116.5  32562.03 99 
140117.0  32561.19 99 
140117.5  32561.09 99 
140118.0  32561.40 99 
140118.5  32561.43 99 
140119.0  32561.31 99 
140119.5  32560.86 99 
140120.0  32561.18 99 
140120.5  32561.28 99 
140121.0  32561.64 99 
140121.5  32561.15 99 
140122.0  32561.10 99 
140122.5  32560.79 99 
140123.0  32560.69 99 
140123.5  32561.22 99 
140124.0  32561.31 99 
140124.5  32561.10 99 
140125.0  32561.10 98 
140125.5  32560.94 99 
140126.0  32560.79 99 
140126.5  32561.23 99 
140127.0  32561.08 99 
140127.5  32561.44 99 
140128.0  32561.79 99 
140128.5  32561.31 99 
140129.0  32560.61 99 
140129.5  32560.80 99 
140130.0  32560.81 99 
140130.5  32560.83 99 
140131.0  32561.39 99 
140131.5  32560.63 99 
140132.0  32561.20 99 
140132.5  32561.10 99 
140133.0  32561.27 99 
140133.5  32561.26 99 
140134.0  32561.08 99 
140134.5  32560.94 99 
140135.0  32561.25 99 
140135.5  32561.13 99 
140136.0  32561.05 99 
140136.5  32561.01 99 
140137.0  32561.09 99 
140137.5  32561.15 99 
140138.0  32560.51 99 
140138.5  32561.24 99 
140139.0  32561.23 99 
140139.5  32560.90 99 
140140.0  32561.09 99 
140140.5  32560.90 99 
140141.0  32561.35 99 
140141.5  32561.08 99 
140142.0  32561.15 99 
140142.5  32561.06 99 
140143.0  32560.83 99 
140143.5  32561.72 99 
140144.0  32561.01 99 
140144.5  32560.60 99 
140145.0  32560.80 99 
140145.5  32561.19 99 
140146.0  32561.04 99 
140146.5  32561.38 99 
140147.0  32561.11 99 
140147.5  32560.86 99 
140148.0  32560.98 99 
140148.5  32561.47 99 
140149.0  32561.27 99 
140149.5  32561.02 99 
140150.0  32561.15 99 
140150.5  32560.99 99 
140151.0  32561.31 99 
140151.5  32561.60 99 
140152.0  32561.45 99 
140152.5  32560.97 99 
140153.0  32561.15 99 
140153.5  32561.01 99 
140154.0  32560.61 99 
140154.5  32560.93 99 
140155.0  32561.11 99 
140155.5  32561.11 99 
140156.0  32561.22 99 
140156.5  32561.40 99 
140157.0  32560.73 99 
140157.5  32560.90 99 
140158.0  32560.62 99 
140158.5  32561.10 99 
140159.0  32561.08 99 
140159.5  32560.85 99 
140200.0  32560.82 99 
140200.5  32561.18 99 
140201.0  32561.18 99 
140201.5  32561.03 99 
140202.0  32561.32 99 
140202.5  32561.08 99 
140203.0  32560.96 99 
140203.5  32560.20 99 
140204.0  32561.42 99 
140204.5  32561.13 99 
140205.0  32561.41 99 
140205.5  32560.96 99 
140206.0  32561.33 99 
140206.5  32560.84 99 
140207.0  32561.16 99 
140207.5  32561.10 99 
140208.0  32561.15 99 
140208.5  32561.07 99 
140209.0  32560.54 99 
140209.5  32560.92 99 
140210.0  32561.36 99 
140210.5  32560.80 99 
140211.0  32561.00 99 
140211.5  32561.04 99 
140212.0  32561.07 99 
140212.5  32561.22 99 
140213.0  32561.31 99 
140213.5  32560.68 99 
140214.0  32560.90 99 
140214.5  32561.06 99 
140215.0  32561.13 99 
140215.5  32560.81 99 
140216.0  32560.99 99 
140216.5  32561.00 99 
140217.0  32560.91 99 
140217.5  32561.30 99 
140218.0  32561.35 99 
140218.5  32560.88 99 
140219.0  32561.33 99 
140219.5  32561.19 99 
140220.0  32560.68 99 
140220.5  32560.55 99 
140221.0  32560.74 99 
140221.5  32561.18 99 
140222.0  32560.71 99 
140222.5  32560.88 99 
140223.0  32561.01 99 
140223.5  32560.78 99 
140224.0  32560.65 99 
140224.5  32560.57 99 
140225.0  32561.59 99 
140225.5  32561.05 99 
140226.0  32560.99 99 
140226.5  32561.26 99 
140227.0  32560.90 99 
140227.5  32561.40 99 
140228.0  32560.16 99 
140228.5  32560.40 99 
140229.0  32561.15 99 
140229.5  32561.11 99 
140230.0  32560.70 99 
140230.5  32560.69 99 
140231.0  32560.81 99 
140231.5  32560.79 99 
140232.0  32560.76 99 
140232.5  32560.98 99 
140233.0  32561.18 99 
140233.5  32561.00 99 
140234.0  32560.66 99 
140234.5  32560.69 99 
140235.0  32560.50 99 
140235.5  32561.04 99 
140236.0  32560.84 99 
140236.5  32561.21 99 
140237.0  32560.89 99 
140237.5  32560.66 99 
140238.0  32561.27 99 
140238.5  32560.90 99 
140239.0  32561.01 99 
140239.5  32560.27 99 
140240.0  32561.04 99 
140240.5  32561.23 99 
140241.0  32560.49 99 
140241.5  32560.60 99 
140242.0  32560.73 99 
140242.5  32560.68 99 
140243.0  32560.78 99 
140243.5  32560.99 99 
140244.0  32560.38 99 
140244.5  32561.14 99 
140245.0  32560.70 99 
140245.5  32560.63 99 
140246.0  32560.83 99 
140246.5  32561.42 99 
140247.0  32560.84 99 
140247.5  32560.84 99 
140248.0  32561.05 99 
140248.5  32560.69 99 
140249.0  32560.99 99 
140249.5  32560.59 99 
140250.0  32560.97 99 
140250.5  32560.92 99 
140251.0  32560.55 99 
140251.5  32561.42 99 
140252.0  32560.83 99 
140252.5  32560.59 99 
140253.0  32560.94 99 
140253.5  32560.90 99 
140254.0  32560.82 99 
140254.5  32560.60 99 
140255.0  32560.86 99 
140255.5  32560.36 99 
140256.0  32561.16 99 
140256.5  32560.74 99 
140257.0  32560.92 99 
140257.5  32561.40 99 
140258.0  32560.34 99 
140258.5  32560.34 99 
140259.0  32560.86 99 
140259.5  32560.71 99 
140300.0  32560.32 99 
140300.5  32560.87 99 
140301.0  32560.91 99 
140301.5  32560.74 99 
140302.0  32561.12 99 
140302.5  32560.82 99 
140303.0  32560.48 99 
140303.5  32560.99 99 
140304.0  32560.52 99 
140304.5  32561.31 99 
140305.0  32560.49 99 
140305.5  32560.57 99 
140306.0  32560.73 99 
140306.5  32560.97 99 
140307.0  32560.93 99 
140307.5  32560.36 99 
140308.0  32560.85 99 
140308.5  32560.58 99 
140309.0  32560.86 99 
140309.5  32560.47 99 
140310.0  32561.18 99 
140310.5  32560.98 99 
140311.0  32560.73 99 
140311.5  32561.03 99 
140312.0  32560.80 99 
140312.5  32560.52 99 
140313.0  32560.28 99 
140313.5  32561.04 99 
140314.0  32560.45 99 
140314.5  32560.78 99 
140315.0  32560.17 99 
140315.5  32561.11 99 
140316.0  32560.31 99 
140316.5  32560.50 99 
140317.0  32560.82 99 
140317.5  32560.86 99 
140318.0  32561.08 99 
140318.5  32560.56 99 
140319.0  32561.41 99 
140319.5  32560.72 99 
140320.0  32560.86 99 
140320.5  32560.59 99 
140321.0  32561.06 99 
140321.5  32560.60 99 
140322.0  32560.89 99 
140322.5  32560.92 99 
140323.0  32560.25 99 
140323.5  32560.58 99 
140324.0  32560.80 99 
140324.5  32560.63 99 
140325.0  32560.73 99 
140325.5  32560.76 99 
140326.0  32560.18 99 
140326.5  32560.61 99 
140327.0  32560.28 99 
140327.5  32560.57 99 
140328.0  32560.25 99 
140328.5  32560.58 99 
140329.0  32560.80 99 
140329.5  32560.20 99 
140330.0  32560.61 99 
140330.5  32560.76 99 
140331.0  32560.91 99 
140331.5  32560.70 99 
140332.0  32560.33 99 
140332.5  32560.56 99 
140333.0  32560.61 99 
140333.5  32560.62 99 
140334.0  32560.98 99 
140334.5  32560.75 99 
140335.0  32560.65 99 
140335.5  32561.00 99 
140336.0  32560.28 99 
140336.5  32560.36 99 
140337.0  32560.76 99 
140337.5  32560.58 99 
140338.0  32560.57 99 
140338.5  32560.62 99 
140339.0  32560.72 99 
140339.5  32560.48 99 
140340.0  32560.59 99 
140340.5  32560.53 99 
140341.0  32560.69 99 
140341.5  32560.38 99 
140342.0  32560.47 99 
140342.5  32560.54 99 
140343.0  32560.44 99 
140343.5  32560.57 99 
140344.0  32560.49 99 
140344.5  32560.40 99 
140345.0  32560.67 99 
140345.5  32560.06 99 
140346.0  32561.00 99 
140346.5  32560.24 99 
140347.0  32560.69 99 
140347.5  32560.44 99 
140348.0  32560.99 99 
140348.5  32561.17 99 
140349.0  32560.54 99 
140349.5  32560.99 99 
140350.0  32560.51 99 
140350.5  32561.07 99 
140351.0  32559.97 99 
140351.5  32560.61 99 
140352.0  32560.60 99 
140352.5  32560.43 99 
140353.0  32560.64 99 
140353.5  32560.12 99 
140354.0  32560.65 99 
140354.5  32560.41 99 
140355.0  32560.25 99 
140355.5  32560.41 99 
140356.0  32560.39 99 
140356.5  32560.71 99 
140357.0  32560.53 99 
140357.5  32560.22 99 
140358.0  32560.97 99 
140358.5  32560.19 99 
140359.0  32560.28 99 
140359.5  32560.65 99 
140400.0  32560.07 99 
140400.5  32560.63 99 
140401.0  32560.88 99 
140401.5  32560.68 99 
140402.0  32560.48 99 
140402.5  32560.74 99 
140403.0  32560.62 99 
140403.5  32560.24 99 
140404.0  32559.83 99 
140404.5  32560.31 99 
140405.0  32560.57 99 
140405.5  32560.30 99 
140406.0  32560.17 99 
140406.5  32560.51 99 
140407.0  32560.30 99 
140407.5  32560.43 99 
140408.0  32560.23 99 
140408.5  32560.23 99 
140409.0  32560.12 99 
140409.5  32560.52 99 
140410.0  32560.57 99 
140410.5  32560.28 99 
140411.0  32560.46 99 
140411.5  32560.01 99 
140412.0  32560.38 99 
140412.5  32560.71 99 
140413.0  32560.34 99 
140413.5  32560.71 99 
140414.0  32560.41 99 
140414.5  32560.10 99 
140415.0  32560.58 99 
140415.5  32560.41 99 
140416.0  32559.54 99 
140416.5  32560.00 99 
140417.0  32560.45 99 
140417.5  32559.43 99 
140418.0  32560.48 99 
140418.5  32560.50 99 
140419.0  32560.30 99 
140419.5  32560.71 99 
140420.0  32561.22 99 
140420.5  32560.46 99 
140421.0  32559.94 99 
140421.5  32560.47 99 
140422.0  32560.97 99 
140422.5  32560.24 99 
140423.0  32560.53 99 
140423.5  32560.28 99 
140424.0  32560.66 99 
140424.5  32560.60 99 
140425.0  32560.21 99 
140425.5  32560.42 99 
140426.0  32560.70 99 
140426.5  32560.42 99 
140427.0  32560.22 99 
140427.5  32560.57 98 
140428.0  32559.91 99 
140428.5  32560.62 99 
140429.0  32559.97 99 
140429.5  32560.47 99 
140430.0  32560.07 99 
140430.5  32560.74 99 
