???-r^s???q??????mr^s???q???

/Gem Systems GSM-19W 9088378 v7.0 23 VI 2022 M ew3ft~v7o 
/ID 1 file 63      .b   25 IV 26
/datum  32000.00
/ 008.1350146  -002.5929778 
/UTC
/30P
/00D809A6 8919
/GPS version 2018/Aug/24
/50Hz AC filter
/12.9V
/tune initialize N auto-tune N 032.7uT
/028800bps
/time nT sq 
105244.0  32575.36 99 
105244.5  32575.87 99 
105245.0  32575.77 99 
105245.5  32575.56 99 
105246.0  32575.05 99 
105246.5  32575.88 99 
105247.0  32575.34 99 
105247.5  32575.37 99 
105248.0  32575.53 99 
105248.5  32575.57 99 
105249.0  32575.27 99 
105249.5  32575.43 99 
105250.0  32575.43 99 
105250.5  32575.60 99 
105251.0  32575.36 99 
105251.5  32575.77 99 
105252.0  32575.64 99 
105252.5  32575.67 99 
105253.0  32575.70 99 
105253.5  32575.53 99 
105254.0  32574.96 99 
105254.5  32575.80 99 
105255.0  32575.04 99 
105255.5  32574.91 99 
105256.0  32575.55 99 
105256.5  32575.31 99 
105257.0  32574.68 99 
105257.5  32575.59 99 
105258.0  32575.31 99 
105258.5  32575.49 99 
105259.0  32575.61 99 
105259.5  32575.56 99 
105300.0  32575.20 99 
105300.5  32575.15 99 
105301.0  32575.53 99 
105301.5  32574.96 99 
105302.0  32575.07 99 
105302.5  32575.29 99 
105303.0  32575.89 99 
105303.5  32575.99 99 
105304.0  32575.49 99 
105304.5  32575.65 99 
105305.0  32575.14 99 
105305.5  32575.08 99 
105306.0  32575.73 99 
105306.5  32575.58 99 
105307.0  32575.80 99 
105307.5  32575.66 99 
105308.0  32575.35 99 
105308.5  32575.48 99 
105309.0  32575.57 99 
105309.5  32575.29 99 
105310.0  32575.94 99 
105310.5  32575.76 99 
105311.0  32575.55 99 
105311.5  32575.29 99 
105312.0  32575.08 99 
105312.5  32575.23 99 
105313.0  32575.23 99 
105313.5  32575.11 99 
105314.0  32575.36 99 
105314.5  32575.02 99 
105315.0  32575.34 99 
105315.5  32575.31 99 
105316.0  32574.87 99 
105316.5  32575.17 99 
105317.0  32575.58 99 
105317.5  32575.80 99 
105318.0  32575.07 99 
105318.5  32575.52 99 
105319.0  32575.14 99 
105319.5  32574.91 99 
105320.0  32575.23 99 
105320.5  32575.23 99 
105321.0  32574.78 99 
105321.5  32575.14 99 
105322.0  32575.04 99 
105322.5  32575.90 99 
105323.0  32575.23 99 
105323.5  32574.98 99 
105324.0  32575.13 99 
105324.5  32574.82 99 
105325.0  32575.00 99 
105325.5  32575.00 99 
105326.0  32575.16 99 
105326.5  32574.91 99 
105327.0  32575.09 99 
105327.5  32575.07 99 
105328.0  32574.74 99 
105328.5  32575.01 99 
105329.0  32574.22 99 
105329.5  32575.04 99 
105330.0  32575.34 99 
105330.5  32574.83 99 
105331.0  32575.09 99 
105331.5  32575.19 99 
105332.0  32575.03 99 
105332.5  32575.51 99 
105333.0  32574.76 99 
105333.5  32575.12 99 
105334.0  32575.48 99 
105334.5  32574.73 99 
105335.0  32574.79 99 
105335.5  32574.60 99 
105336.0  32575.01 99 
105336.5  32574.82 99 
105337.0  32574.55 99 
105337.5  32574.61 99 
105338.0  32575.25 99 
105338.5  32575.09 99 
105339.0  32574.81 99 
105339.5  32574.98 99 
105340.0  32574.69 99 
105340.5  32575.17 99 
105341.0  32574.77 99 
105341.5  32574.87 99 
105342.0  32574.69 99 
105342.5  32575.04 99 
105343.0  32574.83 99 
105343.5  32574.93 99 
105344.0  32574.91 99 
105344.5  32574.99 99 
105345.0  32574.74 99 
105345.5  32575.28 99 
105346.0  32574.60 99 
105346.5  32575.10 99 
105347.0  32575.28 99 
105347.5  32574.95 99 
105348.0  32574.81 99 
105348.5  32574.68 99 
105349.0  32574.45 99 
105349.5  32574.51 99 
105350.0  32574.86 99 
105350.5  32574.82 99 
105351.0  32574.66 99 
105351.5  32575.17 99 
105352.0  32575.03 99 
105352.5  32574.83 99 
105353.0  32574.99 99 
105353.5  32575.72 99 
105354.0  32574.65 99 
105354.5  32575.12 99 
105355.0  32574.94 99 
105355.5  32574.99 99 
105356.0  32574.64 99 
105356.5  32574.82 99 
105357.0  32574.58 99 
105357.5  32574.41 99 
105358.0  32574.80 99 
105358.5  32574.91 99 
105359.0  32574.54 99 
105359.5  32575.10 99 
105400.0  32575.00 99 
105400.5  32574.55 99 
105401.0  32574.78 99 
105401.5  32575.28 99 
105402.0  32574.41 99 
105402.5  32574.35 99 
105403.0  32573.95 99 
105403.5  32574.78 99 
105404.0  32575.01 99 
105404.5  32574.91 99 
105405.0  32574.74 99 
105405.5  32575.00 99 
105406.0  32574.34 99 
105406.5  32574.78 99 
105407.0  32574.59 99 
105407.5  32574.88 99 
105408.0  32574.76 99 
105408.5  32574.43 99 
105409.0  32574.85 99 
105409.5  32574.39 99 
105410.0  32575.42 99 
105410.5  32574.80 99 
105411.0  32574.24 99 
105411.5  32575.09 99 
105412.0  32574.68 99 
105412.5  32574.39 99 
105413.0  32575.12 99 
105413.5  32574.71 99 
105414.0  32574.79 99 
105414.5  32574.93 99 
105415.0  32574.89 99 
105415.5  32574.21 99 
105416.0  32574.90 99 
105416.5  32574.93 99 
105417.0  32574.82 99 
105417.5  32574.07 99 
105418.0  32574.49 99 
105418.5  32574.63 99 
105419.0  32574.36 99 
105419.5  32573.87 99 
105420.0  32574.97 99 
105420.5  32574.79 99 
105421.0  32574.85 99 
105421.5  32574.66 99 
105422.0  32574.53 99 
105422.5  32574.74 99 
105423.0  32574.50 99 
105423.5  32574.12 99 
105424.0  32574.54 99 
105424.5  32574.45 99 
105425.0  32575.11 99 
105425.5  32574.35 99 
105426.0  32574.63 99 
105426.5  32574.49 99 
105427.0  32574.31 99 
105427.5  32574.03 99 
105428.0  32574.49 99 
105428.5  32574.93 99 
105429.0  32574.42 99 
105429.5  32574.63 99 
105430.0  32574.60 99 
105430.5  32574.59 99 
105431.0  32574.40 99 
105431.5  32574.22 99 
105432.0  32574.54 99 
105432.5  32574.81 99 
105433.0  32574.37 99 
105433.5  32574.59 99 
105434.0  32574.05 99 
105434.5  32574.24 99 
105435.0  32574.65 99 
105435.5  32574.66 99 
105436.0  32574.91 99 
105436.5  32574.66 99 
105437.0  32574.15 99 
105437.5  32574.19 99 
105438.0  32574.36 99 
105438.5  32574.21 99 
105439.0  32574.35 99 
105439.5  32574.57 99 
105440.0  32574.28 99 
105440.5  32574.42 99 
105441.0  32574.85 99 
105441.5  32574.20 99 
105442.0  32574.21 99 
105442.5  32574.47 99 
105443.0  32574.45 99 
105443.5  32574.91 99 
105444.0  32573.92 99 
105444.5  32574.51 99 
105445.0  32574.22 99 
105445.5  32574.30 99 
105446.0  32574.14 99 
105446.5  32574.89 99 
105447.0  32574.49 99 
105447.5  32574.34 99 
105448.0  32573.85 99 
105448.5  32574.71 99 
105449.0  32574.50 99 
105449.5  32574.54 99 
105450.0  32574.33 99 
105450.5  32573.65 99 
105451.0  32574.28 99 
105451.5  32574.53 99 
105452.0  32574.15 99 
105452.5  32574.75 99 
105453.0  32574.05 99 
105453.5  32574.50 99 
105454.0  32574.37 99 
105454.5  32574.66 99 
105455.0  32574.31 99 
105455.5  32574.34 99 
105456.0  32574.75 99 
105456.5  32574.38 99 
105457.0  32574.15 99 
105457.5  32574.55 99 
105458.0  32574.31 99 
105458.5  32574.46 99 
105459.0  32574.27 99 
105459.5  32574.47 99 
105500.0  32574.02 99 
105500.5  32574.24 99 
105501.0  32574.28 99 
105501.5  32574.03 99 
105502.0  32574.35 99 
105502.5  32574.41 99 
105503.0  32574.17 99 
105503.5  32573.87 99 
105504.0  32574.56 99 
105504.5  32574.22 99 
105505.0  32573.98 99 
105505.5  32574.12 99 
105506.0  32574.18 99 
105506.5  32574.11 99 
105507.0  32574.22 99 
105507.5  32574.35 99 
105508.0  32574.14 99 
105508.5  32574.33 99 
105509.0  32574.12 99 
105509.5  32574.46 99 
105510.0  32573.86 99 
105510.5  32574.46 99 
105511.0  32574.77 99 
105511.5  32574.39 99 
105512.0  32574.17 99 
105512.5  32574.10 99 
105513.0  32574.25 99 
105513.5  32574.28 99 
105514.0  32574.07 99 
105514.5  32574.32 99 
105515.0  32574.06 99 
105515.5  32574.23 99 
105516.0  32573.90 99 
105516.5  32574.54 99 
105517.0  32574.52 99 
105517.5  32573.67 99 
105518.0  32574.13 99 
105518.5  32574.73 99 
105519.0  32574.58 99 
105519.5  32574.38 99 
105520.0  32574.37 99 
105520.5  32574.52 99 
105521.0  32574.65 99 
105521.5  32574.55 99 
105522.0  32574.55 99 
105522.5  32574.96 99 
105523.0  32574.08 99 
105523.5  32574.18 99 
105524.0  32574.36 99 
105524.5  32574.16 99 
105525.0  32574.32 99 
105525.5  32574.28 99 
105526.0  32574.07 99 
105526.5  32573.93 99 
105527.0  32574.50 99 
105527.5  32573.97 99 
105528.0  32574.14 99 
105528.5  32574.25 99 
105529.0  32573.99 99 
105529.5  32574.81 99 
105530.0  32573.93 99 
105530.5  32574.02 99 
105531.0  32574.48 99 
105531.5  32574.36 99 
105532.0  32574.18 99 
105532.5  32574.35 99 
105533.0  32574.51 99 
105533.5  32574.20 99 
105534.0  32573.64 99 
105534.5  32574.66 99 
105535.0  32573.99 99 
105535.5  32574.22 99 
105536.0  32574.29 99 
105536.5  32574.62 99 
105537.0  32574.37 99 
105537.5  32573.80 99 
105538.0  32574.00 99 
105538.5  32573.96 99 
105539.0  32574.09 99 
105539.5  32573.41 99 
105540.0  32574.14 99 
105540.5  32573.94 99 
105541.0  32573.82 99 
105541.5  32574.37 99 
105542.0  32574.33 99 
105542.5  32573.91 99 
105543.0  32573.61 99 
105543.5  32574.16 99 
105544.0  32574.04 99 
105544.5  32574.53 99 
105545.0  32574.15 99 
105545.5  32574.84 99 
105546.0  32574.16 99 
105546.5  32574.34 99 
105547.0  32573.71 99 
105547.5  32574.12 99 
105548.0  32574.07 99 
105548.5  32574.12 99 
105549.0  32573.72 99 
105549.5  32574.06 99 
105550.0  32574.04 99 
105550.5  32573.70 99 
105551.0  32574.18 99 
105551.5  32574.65 99 
105552.0  32574.46 99 
105552.5  32574.14 99 
105553.0  32574.32 99 
105553.5  32574.41 99 
105554.0  32573.56 99 
105554.5  32573.99 99 
105555.0  32573.99 99 
105555.5  32574.20 99 
105556.0  32573.85 99 
105556.5  32573.85 99 
105557.0  32574.19 99 
105557.5  32574.61 99 
105558.0  32574.19 99 
105558.5  32573.93 99 
105559.0  32574.10 99 
105559.5  32574.10 99 
105600.0  32574.07 99 
105600.5  32574.17 99 
105601.0  32574.29 99 
105601.5  32574.65 99 
105602.0  32574.05 99 
105602.5  32574.18 99 
105603.0  32574.15 99 
105603.5  32574.09 99 
105604.0  32574.50 99 
105604.5  32574.05 99 
105605.0  32574.58 99 
105605.5  32573.99 99 
105606.0  32574.26 99 
105606.5  32574.19 99 
105607.0  32573.86 99 
105607.5  32574.03 99 
105608.0  32574.33 99 
105608.5  32574.41 99 
105609.0  32574.30 99 
105609.5  32574.30 99 
105610.0  32573.81 99 
105610.5  32574.24 99 
105611.0  32574.58 99 
105611.5  32574.01 99 
105612.0  32574.02 99 
105612.5  32573.60 99 
105613.0  32574.57 99 
105613.5  32574.46 99 
105614.0  32574.20 99 
105614.5  32574.48 99 
105615.0  32574.00 99 
105615.5  32573.98 99 
105616.0  32574.14 99 
105616.5  32573.87 99 
105617.0  32574.59 99 
105617.5  32573.69 99 
105618.0  32574.50 99 
105618.5  32574.37 99 
105619.0  32573.62 99 
105619.5  32574.30 99 
105620.0  32574.05 99 
105620.5  32574.28 99 
105621.0  32574.10 99 
105621.5  32574.45 99 
105622.0  32574.07 99 
105622.5  32574.07 99 
105623.0  32574.40 99 
105623.5  32574.23 99 
105624.0  32574.53 99 
105624.5  32574.31 99 
105625.0  32574.21 99 
105625.5  32573.42 99 
105626.0  32574.29 99 
105626.5  32574.07 99 
105627.0  32573.26 99 
105627.5  32573.89 99 
105628.0  32574.56 99 
105628.5  32574.10 99 
105629.0  32573.83 99 
105629.5  32573.96 99 
105630.0  32574.05 99 
105630.5  32574.48 99 
105631.0  32573.99 99 
105631.5  32574.03 99 
105632.0  32574.14 99 
105632.5  32574.22 99 
105633.0  32574.42 99 
105633.5  32574.57 99 
105634.0  32574.84 99 
105634.5  32574.17 99 
105635.0  32574.25 99 
105635.5  32574.06 99 
105636.0  32574.79 99 
105636.5  32573.84 99 
105637.0  32574.27 99 
105637.5  32574.69 99 
105638.0  32573.61 99 
105638.5  32574.38 99 
105639.0  32574.14 99 
105639.5  32574.05 99 
105640.0  32574.25 99 
105640.5  32574.21 99 
105641.0  32574.40 99 
105641.5  32574.30 99 
105642.0  32573.78 99 
105642.5  32574.08 99 
105643.0  32574.07 99 
105643.5  32574.42 99 
105644.0  32573.88 99 
105644.5  32574.34 99 
105645.0  32574.83 99 
105645.5  32574.30 99 
105646.0  32574.38 99 
105646.5  32574.06 99 
105647.0  32574.53 99 
105647.5  32573.90 99 
105648.0  32574.05 99 
105648.5  32574.39 99 
105649.0  32574.10 99 
105649.5  32574.21 99 
105650.0  32574.00 99 
105650.5  32574.25 99 
105651.0  32573.57 99 
105651.5  32574.49 99 
105652.0  32574.52 99 
105652.5  32574.17 99 
105653.0  32574.46 99 
105653.5  32574.41 99 
105654.0  32573.89 99 
105654.5  32574.14 99 
105655.0  32574.51 99 
105655.5  32574.17 99 
105656.0  32573.89 99 
105656.5  32574.23 99 
105657.0  32573.99 99 
105657.5  32573.98 99 
105658.0  32574.58 99 
105658.5  32574.56 99 
105659.0  32574.63 99 
105659.5  32574.12 99 
105700.0  32574.23 99 
105700.5  32574.88 99 
105701.0  32574.28 99 
105701.5  32574.13 99 
105702.0  32574.08 99 
105702.5  32573.95 99 
105703.0  32574.27 99 
105703.5  32573.94 99 
105704.0  32574.19 99 
105704.5  32574.17 99 
105705.0  32574.39 99 
105705.5  32574.63 99 
105706.0  32574.79 99 
105706.5  32574.44 99 
105707.0  32573.81 99 
105707.5  32574.36 99 
105708.0  32573.95 99 
105708.5  32574.16 99 
105709.0  32574.41 99 
105709.5  32574.42 99 
105710.0  32574.09 99 
105710.5  32574.83 99 
105711.0  32574.39 99 
105711.5  32574.95 99 
105712.0  32574.45 99 
105712.5  32574.78 99 
105713.0  32574.27 99 
105713.5  32574.59 99 
105714.0  32574.39 99 
105714.5  32574.55 99 
105715.0  32574.56 99 
105715.5  32574.73 99 
105716.0  32574.23 99 
105716.5  32574.11 99 
105717.0  32574.77 99 
105717.5  32574.33 99 
105718.0  32574.64 99 
105718.5  32574.93 99 
105719.0  32574.25 99 
105719.5  32574.73 99 
105720.0  32574.25 99 
105720.5  32574.78 99 
105721.0  32574.57 99 
105721.5  32574.18 99 
105722.0  32574.86 99 
105722.5  32574.45 99 
105723.0  32574.48 99 
105723.5  32574.71 99 
105724.0  32574.27 99 
105724.5  32574.05 99 
105725.0  32574.23 99 
105725.5  32574.17 99 
105726.0  32574.31 99 
105726.5  32574.20 99 
105727.0  32574.52 99 
105727.5  32574.76 99 
105728.0  32574.36 99 
105728.5  32574.40 99 
105729.0  32574.91 99 
105729.5  32574.64 99 
105730.0  32574.76 99 
105730.5  32574.54 99 
105731.0  32574.97 99 
105731.5  32574.87 99 
105732.0  32574.72 99 
105732.5  32574.55 99 
105733.0  32574.24 99 
105733.5  32574.58 99 
105734.0  32574.68 99 
105734.5  32574.78 99 
105735.0  32574.73 99 
105735.5  32574.58 99 
105736.0  32574.38 99 
105736.5  32574.51 99 
105737.0  32574.71 99 
105737.5  32574.75 99 
105738.0  32574.74 99 
105738.5  32574.71 99 
105739.0  32574.69 99 
105739.5  32575.21 99 
105740.0  32574.74 99 
105740.5  32574.66 99 
105741.0  32574.67 99 
105741.5  32575.40 99 
105742.0  32574.82 99 
105742.5  32574.85 99 
105743.0  32574.57 99 
105743.5  32574.35 99 
105744.0  32574.57 99 
105744.5  32574.98 99 
105745.0  32574.34 99 
105745.5  32574.97 99 
105746.0  32575.47 99 
105746.5  32575.20 99 
105747.0  32574.85 99 
105747.5  32574.17 99 
105748.0  32575.16 99 
105748.5  32574.94 99 
105749.0  32574.57 99 
105749.5  32574.82 99 
105750.0  32574.86 99 
105750.5  32574.66 99 
105751.0  32574.74 99 
105751.5  32575.14 99 
105752.0  32574.16 99 
105752.5  32575.02 99 
105753.0  32575.43 99 
105753.5  32575.01 99 
105754.0  32574.64 99 
105754.5  32574.96 99 
105755.0  32574.86 99 
105755.5  32574.61 99 
105756.0  32574.43 99 
105756.5  32574.96 99 
105757.0  32574.69 99 
105757.5  32574.80 99 
105758.0  32574.78 99 
105758.5  32574.93 99 
105759.0  32574.71 99 
105759.5  32575.37 99 
105800.0  32574.64 99 
105800.5  32574.79 99 
105801.0  32574.48 99 
105801.5  32574.01 99 
105802.0  32574.46 99 
105802.5  32574.27 99 
105803.0  32574.53 99 
105803.5  32574.87 99 
105804.0  32575.06 99 
105804.5  32574.17 99 
105805.0  32575.03 99 
105805.5  32575.19 99 
105806.0  32575.04 99 
105806.5  32575.08 99 
105807.0  32575.56 99 
105807.5  32574.71 99 
105808.0  32574.72 99 
105808.5  32575.09 99 
105809.0  32574.54 99 
105809.5  32575.16 99 
105810.0  32574.70 99 
105810.5  32574.89 99 
105811.0  32574.99 99 
105811.5  32574.88 99 
105812.0  32574.59 99 
105812.5  32575.18 99 
105813.0  32575.04 99 
105813.5  32575.05 99 
105814.0  32575.38 99 
105814.5  32574.96 99 
105815.0  32574.94 99 
105815.5  32574.66 99 
105816.0  32574.78 99 
105816.5  32574.30 99 
105817.0  32575.19 99 
105817.5  32574.79 99 
105818.0  32574.82 99 
105818.5  32575.16 99 
105819.0  32575.23 99 
105819.5  32575.11 99 
105820.0  32574.74 99 
105820.5  32575.08 99 
105821.0  32575.08 99 
105821.5  32575.40 99 
105822.0  32575.23 99 
105822.5  32575.45 99 
105823.0  32575.49 99 
105823.5  32575.03 99 
105824.0  32575.12 99 
105824.5  32574.81 99 
105825.0  32575.04 99 
105825.5  32575.14 99 
105826.0  32574.91 99 
105826.5  32574.68 99 
105827.0  32574.69 99 
105827.5  32575.10 99 
105828.0  32574.82 99 
105828.5  32574.92 99 
105829.0  32574.69 99 
105829.5  32575.32 99 
105830.0  32574.98 99 
105830.5  32575.29 99 
105831.0  32575.55 99 
105831.5  32574.53 99 
105832.0  32575.63 99 
105832.5  32575.12 99 
105833.0  32574.96 99 
105833.5  32575.12 99 
105834.0  32575.00 99 
105834.5  32575.19 99 
105835.0  32575.09 99 
105835.5  32575.31 99 
105836.0  32575.04 99 
105836.5  32574.55 99 
105837.0  32575.26 99 
105837.5  32575.02 99 
105838.0  32574.94 99 
105838.5  32575.16 99 
105839.0  32575.36 99 
105839.5  32575.09 99 
105840.0  32575.02 99 
105840.5  32575.97 99 
105841.0  32574.99 99 
105841.5  32575.11 99 
105842.0  32574.83 99 
105842.5  32575.25 99 
105843.0  32575.49 99 
105843.5  32575.02 99 
105844.0  32575.30 99 
105844.5  32575.63 99 
105845.0  32575.35 99 
105845.5  32575.38 99 
105846.0  32575.03 99 
105846.5  32575.03 99 
105847.0  32575.22 99 
105847.5  32575.06 99 
105848.0  32575.45 99 
105848.5  32575.06 99 
105849.0  32575.51 99 
105849.5  32575.30 99 
105850.0  32575.35 99 
105850.5  32575.07 99 
105851.0  32575.47 99 
105851.5  32574.68 99 
105852.0  32575.00 99 
105852.5  32575.03 99 
105853.0  32575.46 99 
105853.5  32575.34 99 
105854.0  32574.70 99 
105854.5  32575.14 99 
105855.0  32575.26 99 
105855.5  32575.13 99 
105856.0  32575.65 99 
105856.5  32575.73 99 
105857.0  32575.03 99 
105857.5  32575.34 99 
105858.0  32575.68 99 
105858.5  32575.01 99 
105859.0  32575.94 99 
105859.5  32575.34 99 
105900.0  32575.43 99 
105900.5  32575.46 99 
105901.0  32575.65 99 
105901.5  32575.71 99 
105902.0  32575.34 99 
105902.5  32575.46 99 
105903.0  32575.79 99 
105903.5  32575.69 99 
105904.0  32575.35 99 
105904.5  32575.45 99 
105905.0  32575.88 99 
105905.5  32575.38 99 
105906.0  32575.95 99 
105906.5  32575.35 99 
105907.0  32575.79 99 
105907.5  32575.54 99 
105908.0  32575.62 99 
105908.5  32575.27 99 
105909.0  32575.86 99 
105909.5  32575.53 99 
105910.0  32575.67 99 
105910.5  32575.51 99 
105911.0  32575.54 99 
105911.5  32575.47 99 
105912.0  32575.51 99 
105912.5  32575.32 99 
105913.0  32575.71 99 
105913.5  32575.86 99 
105914.0  32575.61 99 
105914.5  32575.82 99 
105915.0  32575.71 99 
105915.5  32575.81 99 
105916.0  32575.38 99 
105916.5  32575.97 99 
105917.0  32576.20 99 
105917.5  32576.00 99 
105918.0  32575.75 99 
105918.5  32575.77 99 
105919.0  32575.86 99 
105919.5  32575.94 99 
105920.0  32575.64 99 
105920.5  32576.14 99 
105921.0  32576.32 99 
105921.5  32575.45 99 
105922.0  32576.14 99 
105922.5  32575.81 99 
105923.0  32575.71 99 
105923.5  32576.04 99 
105924.0  32576.15 99 
105924.5  32575.48 99 
105925.0  32576.42 99 
105925.5  32575.66 99 
105926.0  32575.85 99 
105926.5  32576.18 99 
105927.0  32575.59 99 
105927.5  32575.85 99 
105928.0  32575.46 99 
105928.5  32575.86 99 
105929.0  32575.78 99 
105929.5  32575.47 99 
105930.0  32575.80 99 
105930.5  32575.91 99 
105931.0  32576.16 99 
105931.5  32575.93 99 
105932.0  32576.01 99 
105932.5  32575.93 99 
105933.0  32576.02 99 
105933.5  32576.07 99 
105934.0  32575.88 99 
105934.5  32576.20 99 
105935.0  32576.17 99 
105935.5  32576.33 99 
105936.0  32576.16 99 
105936.5  32575.79 99 
105937.0  32575.85 99 
105937.5  32576.08 99 
105938.0  32576.03 99 
105938.5  32576.32 99 
105939.0  32576.04 99 
105939.5  32576.51 99 
105940.0  32576.38 99 
105940.5  32576.07 99 
105941.0  32576.14 99 
105941.5  32576.32 99 
105942.0  32576.22 99 
105942.5  32575.88 99 
105943.0  32576.18 99 
105943.5  32576.05 99 
105944.0  32575.81 99 
105944.5  32576.26 99 
105945.0  32575.89 99 
105945.5  32576.56 99 
105946.0  32576.00 99 
105946.5  32575.96 99 
105947.0  32576.05 99 
105947.5  32575.67 99 
105948.0  32576.59 99 
105948.5  32576.13 99 
105949.0  32576.45 99 
105949.5  32575.58 99 
105950.0  32576.58 99 
105950.5  32576.32 99 
105951.0  32576.60 99 
105951.5  32575.90 99 
105952.0  32576.07 99 
105952.5  32576.44 99 
105953.0  32576.26 99 
105953.5  32576.16 99 
105954.0  32576.24 99 
105954.5  32576.93 99 
105955.0  32575.93 99 
105955.5  32576.52 99 
105956.0  32576.11 99 
105956.5  32576.33 99 
105957.0  32576.71 99 
105957.5  32576.92 99 
105958.0  32577.05 99 
105958.5  32576.89 99 
105959.0  32576.01 99 
105959.5  32576.59 99 
110000.0  32576.46 99 
110000.5  32576.10 99 
110001.0  32576.91 99 
110001.5  32576.67 99 
110002.0  32576.47 99 
110002.5  32576.24 99 
110003.0  32576.77 99 
110003.5  32577.01 99 
110004.0  32576.49 99 
110004.5  32576.18 99 
110005.0  32576.87 99 
110005.5  32576.43 99 
110006.0  32576.31 99 
110006.5  32576.35 99 
110007.0  32576.02 99 
110007.5  32576.89 99 
110008.0  32576.50 99 
110008.5  32575.99 99 
110009.0  32576.66 99 
110009.5  32576.75 99 
110010.0  32576.75 99 
110010.5  32576.65 99 
110011.0  32576.68 99 
110011.5  32576.12 99 
110012.0  32577.24 99 
110012.5  32576.59 99 
110013.0  32576.14 99 
110013.5  32576.55 99 
110014.0  32576.37 99 
110014.5  32576.89 99 
110015.0  32576.64 99 
110015.5  32576.25 99 
110016.0  32576.80 99 
110016.5  32576.44 99 
110017.0  32576.43 99 
110017.5  32576.31 99 
110018.0  32576.99 99 
110018.5  32576.55 99 
110019.0  32576.77 99 
110019.5  32577.09 99 
110020.0  32576.71 99 
110020.5  32576.89 99 
110021.0  32576.05 99 
110021.5  32576.79 99 
110022.0  32576.41 99 
110022.5  32576.93 99 
110023.0  32576.67 99 
110023.5  32576.67 99 
110024.0  32576.48 99 
110024.5  32575.76 99 
110025.0  32576.53 99 
110025.5  32576.21 99 
110026.0  32576.20 99 
110026.5  32576.44 99 
110027.0  32576.33 99 
110027.5  32576.28 99 
110028.0  32576.24 99 
110028.5  32576.50 99 
110029.0  32577.01 99 
110029.5  32577.09 99 
110030.0  32576.94 99 
110030.5  32576.56 99 
110031.0  32576.68 99 
110031.5  32576.58 99 
110032.0  32576.35 99 
110032.5  32577.14 99 
110033.0  32576.76 99 
110033.5  32576.59 99 
110034.0  32576.53 99 
110034.5  32576.58 99 
110035.0  32576.73 99 
110035.5  32576.31 99 
110036.0  32577.35 99 
110036.5  32576.37 99 
110037.0  32576.64 99 
110037.5  32576.99 99 
110038.0  32576.41 99 
110038.5  32576.55 99 
110039.0  32576.70 99 
110039.5  32576.70 99 
110040.0  32576.72 99 
110040.5  32576.74 99 
110041.0  32576.85 99 
110041.5  32576.50 99 
110042.0  32576.56 99 
110042.5  32576.85 99 
110043.0  32576.35 99 
110043.5  32576.63 99 
110044.0  32576.92 99 
110044.5  32576.76 99 
110045.0  32576.54 99 
110045.5  32576.60 99 
110046.0  32576.63 99 
110046.5  32576.58 99 
110047.0  32576.95 99 
110047.5  32576.77 99 
110048.0  32576.39 99 
110048.5  32576.72 99 
110049.0  32576.99 99 
110049.5  32576.57 99 
110050.0  32577.21 99 
110050.5  32576.62 99 
110051.0  32576.68 99 
110051.5  32576.81 99 
110052.0  32576.76 99 
110052.5  32577.23 99 
110053.0  32576.62 99 
110053.5  32576.58 99 
110054.0  32576.62 99 
110054.5  32576.90 99 
110055.0  32576.88 99 
110055.5  32577.24 99 
110056.0  32576.13 99 
110056.5  32576.73 99 
110057.0  32576.96 99 
110057.5  32576.92 99 
110058.0  32576.33 99 
110058.5  32577.42 99 
110059.0  32576.71 99 
110059.5  32576.40 99 
110100.0  32576.71 99 
110100.5  32576.82 99 
110101.0  32576.75 99 
110101.5  32577.04 99 
110102.0  32576.90 99 
110102.5  32576.75 99 
110103.0  32577.23 99 
110103.5  32576.69 99 
110104.0  32576.63 99 
110104.5  32576.47 99 
110105.0  32576.87 99 
110105.5  32577.18 99 
110106.0  32577.11 99 
110106.5  32576.32 99 
110107.0  32576.91 99 
110107.5  32577.18 99 
110108.0  32576.22 99 
110108.5  32576.76 99 
110109.0  32576.72 99 
110109.5  32577.08 99 
110110.0  32576.87 99 
110110.5  32576.68 99 
110111.0  32576.45 99 
110111.5  32576.92 99 
110112.0  32576.47 99 
110112.5  32577.38 99 
110113.0  32577.16 99 
110113.5  32576.67 99 
110114.0  32576.59 99 
110114.5  32576.72 99 
110115.0  32576.84 99 
110115.5  32576.92 99 
110116.0  32576.95 99 
110116.5  32577.03 99 
110117.0  32577.07 99 
110117.5  32577.05 99 
110118.0  32576.90 99 
110118.5  32576.79 99 
110119.0  32576.53 99 
110119.5  32577.10 99 
110120.0  32576.87 99 
110120.5  32576.29 99 
110121.0  32576.80 99 
110121.5  32576.63 99 
110122.0  32576.62 99 
110122.5  32577.06 99 
110123.0  32576.58 99 
110123.5  32576.66 99 
110124.0  32577.57 99 
110124.5  32577.07 99 
110125.0  32576.70 99 
110125.5  32577.04 99 
110126.0  32576.89 99 
110126.5  32576.97 99 
110127.0  32577.19 99 
110127.5  32576.62 99 
110128.0  32576.30 99 
110128.5  32576.89 99 
110129.0  32577.16 99 
110129.5  32577.20 99 
110130.0  32576.66 99 
110130.5  32576.47 99 
110131.0  32576.35 99 
110131.5  32576.83 99 
110132.0  32576.89 99 
110132.5  32577.13 99 
110133.0  32576.59 99 
110133.5  32576.73 99 
110134.0  32576.46 99 
110134.5  32576.80 99 
