timestamp,x,y,magnetic_field,source
1777109889.5,0.0,0.0,32566.17,base_station
1777109890.0,0.0,0.0,32565.91,base_station
1777109890.5,0.0,0.0,32566.04,base_station
1777109891.0,0.0,0.0,32565.97,base_station
1777109891.5,0.0,0.0,32566.02,base_station
1777109892.0,0.0,0.0,32566.27,base_station
1777109892.5,0.0,0.0,32565.98,base_station
1777109893.0,0.0,0.0,32565.83,base_station
1777109893.5,0.0,0.0,32565.99,base_station
1777109894.0,0.0,0.0,32565.94,base_station
1777109894.5,0.0,0.0,32565.99,base_station
1777109895.0,0.0,0.0,32566.21,base_station
1777109895.5,0.0,0.0,32566.21,base_station
1777109896.0,0.0,0.0,32565.96,base_station
1777109896.5,0.0,0.0,32566.24,base_station
1777109897.0,0.0,0.0,32566.21,base_station
1777109897.5,0.0,0.0,32566.23,base_station
1777109898.0,0.0,0.0,32565.84,base_station
1777109898.5,0.0,0.0,32566.1,base_station
1777109899.0,0.0,0.0,32566.43,base_station
1777109899.5,0.0,0.0,32566.09,base_station
1777109900.0,0.0,0.0,32565.76,base_station
1777109900.5,0.0,0.0,32566.05,base_station
1777109901.0,0.0,0.0,32566.0,base_station
1777109901.5,0.0,0.0,32566.03,base_station
1777109902.0,0.0,0.0,32566.14,base_station
1777109902.5,0.0,0.0,32565.99,base_station
1777109903.0,0.0,0.0,32566.0,base_station
1777109903.5,0.0,0.0,32566.13,base_station
1777109904.0,0.0,0.0,32566.11,base_station
1777109904.5,0.0,0.0,32566.12,base_station
1777109905.0,0.0,0.0,32566.21,base_station
1777109905.5,0.0,0.0,32566.47,base_station
1777109906.0,0.0,0.0,32566.04,base_station
1777109906.5,0.0,0.0,32566.05,base_station
1777109907.0,0.0,0.0,32566.09,base_station
1777109907.5,0.0,0.0,32565.7,base_station
1777109908.0,0.0,0.0,32566.11,base_station
1777109908.5,0.0,0.0,32565.86,base_station
1777109909.0,0.0,0.0,32565.8,base_station
1777109909.5,0.0,0.0,32565.87,base_station
1777109910.0,0.0,0.0,32566.18,base_station
1777109910.5,0.0,0.0,32565.81,base_station
1777109911.0,0.0,0.0,32566.27,base_station
1777109911.5,0.0,0.0,32566.01,base_station
1777109912.0,0.0,0.0,32565.88,base_station
1777109912.5,0.0,0.0,32566.17,base_station
1777109913.0,0.0,0.0,32566.11,base_station
1777109913.5,0.0,0.0,32566.22,base_station
1777109914.0,0.0,0.0,32565.92,base_station
1777109914.5,0.0,0.0,32566.2,base_station
1777109915.0,0.0,0.0,32566.29,base_station
1777109915.5,0.0,0.0,32566.08,base_station
1777109916.0,0.0,0.0,32565.85,base_station
1777109916.5,0.0,0.0,32566.16,base_station
1777109917.0,0.0,0.0,32566.29,base_station
1777109917.5,0.0,0.0,32566.18,base_station
1777109918.0,0.0,0.0,32566.03,base_station
1777109918.5,0.0,0.0,32566.19,base_station
1777109919.0,0.0,0.0,32566.16,base_station
1777109919.5,0.0,0.0,32566.1,base_station
1777109920.0,0.0,0.0,32565.83,base_station
1777109920.5,0.0,0.0,32566.25,base_station
1777109921.0,0.0,0.0,32565.78,base_station
1777109921.5,0.0,0.0,32565.81,base_station
1777109922.0,0.0,0.0,32566.2,base_station
1777109922.5,0.0,0.0,32566.39,base_station
1777109923.0,0.0,0.0,32566.08,base_station
1777109923.5,0.0,0.0,32565.85,base_station
1777109924.0,0.0,0.0,32566.16,base_station
1777109924.5,0.0,0.0,32565.92,base_station
1777109925.0,0.0,0.0,32565.94,base_station
1777109925.5,0.0,0.0,32565.98,base_station
1777109926.0,0.0,0.0,32566.01,base_station
1777109926.5,0.0,0.0,32566.32,base_station
1777109927.0,0.0,0.0,32566.12,base_station
1777109927.5,0.0,0.0,32566.1,base_station
1777109928.0,0.0,0.0,32566.02,base_station
1777109928.5,0.0,0.0,32565.95,base_station
1777109929.0,0.0,0.0,32565.96,base_station
1777109929.5,0.0,0.0,32566.04,base_station
1777109930.0,0.0,0.0,32565.93,base_station
1777109930.5,0.0,0.0,32565.94,base_station
1777109931.0,0.0,0.0,32566.04,base_station
1777109931.5,0.0,0.0,32566.0,base_station
1777109932.0,0.0,0.0,32565.86,base_station
1777109932.5,0.0,0.0,32565.98,base_station
1777109933.0,0.0,0.0,32565.75,base_station
1777109933.5,0.0,0.0,32566.15,base_station
1777109934.0,0.0,0.0,32566.27,base_station
1777109934.5,0.0,0.0,32566.47,base_station
1777109935.0,0.0,0.0,32566.18,base_station
1777109935.5,0.0,0.0,32565.91,base_station
1777109936.0,0.0,0.0,32566.05,base_station
1777109936.5,0.0,0.0,32566.08,base_station
1777109937.0,0.0,0.0,32566.1,base_station
1777109937.5,0.0,0.0,32566.2,base_station
1777109938.0,0.0,0.0,32565.96,base_station
1777109938.5,0.0,0.0,32566.24,base_station
1777109939.0,0.0,0.0,32566.21,base_station
1777109939.5,0.0,0.0,32566.0,base_station
1777109940.0,0.0,0.0,32566.04,base_station
1777109940.5,0.0,0.0,32566.31,base_station
1777109941.0,0.0,0.0,32566.49,base_station
1777109941.5,0.0,0.0,32566.14,base_station
1777109942.0,0.0,0.0,32566.19,base_station
1777109942.5,0.0,0.0,32565.82,base_station
1777109943.0,0.0,0.0,32566.64,base_station
1777109943.5,0.0,0.0,32566.27,base_station
1777109944.0,0.0,0.0,32566.11,base_station
1777109944.5,0.0,0.0,32566.75,base_station
1777109945.0,0.0,0.0,32566.47,base_station
1777109945.5,0.0,0.0,32565.76,base_station
1777109946.0,0.0,0.0,32566.23,base_station
1777109946.5,0.0,0.0,32566.22,base_station
1777109947.0,0.0,0.0,32566.18,base_station
1777109947.5,0.0,0.0,32565.96,base_station
1777109948.0,0.0,0.0,32566.09,base_station
1777109948.5,0.0,0.0,32566.27,base_station
1777109949.0,0.0,0.0,32566.24,base_station
1777109949.5,0.0,0.0,32566.07,base_station
1777109950.0,0.0,0.0,32566.25,base_station
1777109950.5,0.0,0.0,32566.14,base_station
1777109951.0,0.0,0.0,32566.05,base_station
1777109951.5,0.0,0.0,32566.16,base_station
1777109952.0,0.0,0.0,32566.31,base_station
1777109952.5,0.0,0.0,32566.3,base_station
1777109953.0,0.0,0.0,32566.11,base_station
1777109953.5,0.0,0.0,32566.23,base_station
1777109954.0,0.0,0.0,32566.08,base_station
1777109954.5,0.0,0.0,32566.24,base_station
1777109955.0,0.0,0.0,32566.17,base_station
1777109955.5,0.0,0.0,32566.47,base_station
1777109956.0,0.0,0.0,32566.16,base_station
1777109956.5,0.0,0.0,32566.39,base_station
1777109957.0,0.0,0.0,32566.19,base_station
1777109957.5,0.0,0.0,32566.16,base_station
1777109958.0,0.0,0.0,32566.36,base_station
1777109958.5,0.0,0.0,32566.28,base_station
1777109959.0,0.0,0.0,32566.43,base_station
1777109959.5,0.0,0.0,32566.18,base_station
1777109960.0,0.0,0.0,32566.13,base_station
1777109960.5,0.0,0.0,32566.46,base_station
1777109961.0,0.0,0.0,32565.99,base_station
1777109961.5,0.0,0.0,32566.37,base_station
1777109962.0,0.0,0.0,32566.41,base_station
1777109962.5,0.0,0.0,32566.32,base_station
1777109963.0,0.0,0.0,32566.46,base_station
1777109963.5,0.0,0.0,32565.96,base_station
1777109964.0,0.0,0.0,32566.23,base_station
1777109964.5,0.0,0.0,32566.49,base_station
1777109965.0,0.0,0.0,32566.27,base_station
1777109965.5,0.0,0.0,32565.85,base_station
1777109966.0,0.0,0.0,32566.15,base_station
1777109966.5,0.0,0.0,32566.2,base_station
1777109967.0,0.0,0.0,32566.28,base_station
1777109967.5,0.0,0.0,32566.35,base_station
1777109968.0,0.0,0.0,32566.05,base_station
1777109968.5,0.0,0.0,32566.45,base_station
1777109969.0,0.0,0.0,32566.46,base_station
1777109969.5,0.0,0.0,32566.34,base_station
1777109970.0,0.0,0.0,32566.29,base_station
1777109970.5,0.0,0.0,32566.35,base_station
1777109971.0,0.0,0.0,32566.13,base_station
1777109971.5,0.0,0.0,32566.06,base_station
1777109972.0,0.0,0.0,32566.42,base_station
1777109972.5,0.0,0.0,32566.58,base_station
1777109973.0,0.0,0.0,32566.28,base_station
1777109973.5,0.0,0.0,32566.21,base_station
1777109974.0,0.0,0.0,32566.14,base_station
1777109974.5,0.0,0.0,32566.3,base_station
1777109975.0,0.0,0.0,32566.29,base_station
1777109975.5,0.0,0.0,32566.14,base_station
1777109976.0,0.0,0.0,32566.64,base_station
1777109976.5,0.0,0.0,32566.1,base_station
1777109977.0,0.0,0.0,32566.39,base_station
1777109977.5,0.0,0.0,32566.41,base_station
1777109978.0,0.0,0.0,32566.07,base_station
1777109978.5,0.0,0.0,32566.45,base_station
1777109979.0,0.0,0.0,32566.4,base_station
1777109979.5,0.0,0.0,32566.38,base_station
1777109980.0,0.0,0.0,32566.53,base_station
1777109980.5,0.0,0.0,32566.32,base_station
1777109981.0,0.0,0.0,32566.27,base_station
